,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
527,611,"In the Chamber of Secrets, where does Harry discover the entrance to the Chamber?",Myrtle's bathroom,"['chamber', 'secret', 'where', 'do', 'harry', 'discover', 'entrance']","['myrtle', 'bathroom']","['chamber', 'secret', 'where', 'do', 'harry', 'discover', 'entrance', 'myrtle', 'bathroom']","['where', 'do']",False,FR,False,14,3
528,612,Who did Professor Lupin marry?,Nyphadora Tonks,"['who', 'do', 'professor', 'lupin', 'marry']","['nyphadora', 'tonks']","['who', 'do', 'professor', 'lupin', 'marry', 'nyphadora', 'tonks']","['who', 'do']",False,FR,False,5,2
529,613,Who killed Emeric the Evil in a duel?,Egbert the Egregious,"['who', 'kill', 'emeric', 'evil', 'duel']","['egbert', 'egregious']","['who', 'kill', 'emeric', 'evil', 'duel', 'egbert', 'egregious']",['who'],False,FR,False,8,3
530,614,What creature sat in the corner of Professor Lupin's office the first time Harry Potter visited him at Hogwarts?,Grindylow,"['what', 'creature', 'sit', 'corner', 'professor', 'lupins', 'office', 'first', 'time', 'harry', 'potter', 'visit', 'hogwarts']",['grindylow'],"['what', 'creature', 'sit', 'corner', 'professor', 'lupins', 'office', 'first', 'time', 'harry', 'potter', 'visit', 'hogwarts', 'grindylow']",['what'],False,FR,False,20,1
531,615,Which Minister of Magic resigned following the goblin rebellion of 1752?,Albert Boot,"['which', 'minister', 'magic', 'resign', 'follow', 'goblin', 'rebellion']","['albert', 'boot']","['which', 'minister', 'magic', 'resign', 'follow', 'goblin', 'rebellion', 'albert', 'boot']",['which'],False,FR,False,11,2
532,616,What is the incantation for the Tongue-Tying Curse?,Mimblewimble,"['what', 'be', 'incantation', 'tonguetying', 'curse']",['mimblewimble'],"['what', 'be', 'incantation', 'tonguetying', 'curse', 'mimblewimble']",['what'],False,FR,False,9,1
533,617,What is the name of the street where the Dursleys live?,Privet Drive,"['what', 'be', 'name', 'street', 'where', 'dursleys', 'live']","['privet', 'drive']","['what', 'be', 'name', 'street', 'where', 'dursleys', 'live', 'privet', 'drive']","['what', 'name', 'where']",True,FR,False,11,2
534,618,"When Harry, Ron and Hermione make Polyjuice Potion, who steals the ingredients from Professor Snape’s office?",Hermione,"['when', 'harry', 'ron', 'hermione', 'make', 'polyjuice', 'potion', 'who', 'steal', 'ingredient', 'professor', 'snapes', 'office']",['hermione'],"['when', 'harry', 'ron', 'hermione', 'make', 'polyjuice', 'potion', 'who', 'steal', 'ingredient', 'professor', 'snapes', 'office']","['who', 'when']",False,FR,False,17,1
535,619,Which potion causes the drinker to speak nonsense?,Babbling Beverage,"['which', 'potion', 'cause', 'drinker', 'speak', 'nonsense']","['babbling', 'beverage']","['which', 'potion', 'cause', 'drinker', 'speak', 'nonsense', 'babbling', 'beverage']",['which'],False,FR,False,8,2
536,620,"What does Uncle Vernon’s sister, Marge Dursley, do for a living?",Breeds bulldogs,"['what', 'do', 'uncle', 'vernons', 'sister', 'marge', 'dursley', 'live']","['breed', 'bulldog']","['what', 'do', 'uncle', 'vernons', 'sister', 'marge', 'dursley', 'live', 'breed', 'bulldog']","['what', 'do']",False,FR,False,12,2
537,622,What is another name for the Alihotsy tree?,The hyena tree.,"['what', 'be', 'another', 'name', 'alihotsy', 'tree']","['hyena', 'tree']","['what', 'be', 'another', 'name', 'alihotsy', 'tree', 'hyena']","['what', 'name']",False,FR,False,8,3
538,623,What was Harry Potter's middle name?,James,"['what', 'be', 'harry', 'potter', 'middle', 'name']",['james'],"['what', 'be', 'harry', 'potter', 'middle', 'name', 'james']","['what', 'name']",False,FR,False,7,1
539,624,What was Elfric the Eager responsible for?,An uprising.,"['what', 'be', 'elfric', 'eager', 'responsible']",['uprise'],"['what', 'be', 'elfric', 'eager', 'responsible', 'uprise']",['what'],False,FR,False,7,2
540,626,The charm Descendo can make a targeted object do what?,Lower,"['charm', 'descendo', 'can', 'make', 'targeted', 'object', 'do', 'what']",['low'],"['charm', 'descendo', 'can', 'make', 'targeted', 'object', 'do', 'what', 'low']","['what', 'do', 'can']",False,FR,False,10,1
541,628,Where did Hermione hold the first meeting for students interested in joining Dumbledore's Army?,The Hog's Head,"['where', 'do', 'hermione', 'hold', 'first', 'meeting', 'student', 'interested', 'join', 'dumbledores', 'army']","['hog', 'head']","['where', 'do', 'hermione', 'hold', 'first', 'meeting', 'student', 'interested', 'join', 'dumbledores', 'army', 'hog', 'head']","['where', 'do']",False,FR,False,15,4
542,629,How is Bellatrix related to Tonks?,Tonks is Bellatrix's niece.,"['how', 'be', 'bellatrix', 'related', 'tonks']","['tonks', 'be', 'bellatrixs', 'niece']","['how', 'be', 'bellatrix', 'related', 'tonks', 'bellatrixs', 'niece']",['how'],False,EX,False,6,5
543,630,Where do monks grow gravity-resistant trees?,Nepal,"['where', 'do', 'monk', 'grow', 'gravityresistant', 'tree']",['nepal'],"['where', 'do', 'monk', 'grow', 'gravityresistant', 'tree', 'nepal']","['where', 'do']",False,FR,False,7,1
544,631,What is the brand of magic that deals with altering the form or appearance of an object?,Transfiguration,"['what', 'be', 'brand', 'magic', 'deal', 'alter', 'form', 'appearance', 'object']",['transfiguration'],"['what', 'be', 'brand', 'magic', 'deal', 'alter', 'form', 'appearance', 'object', 'transfiguration']",['what'],True,FR,False,17,1
545,632,"In our first Transfiguration class, Professor McGonagall showed us a Transfigured cauldron. The cauldron was sporting what strange feature?",Cat ears,"['first', 'transfiguration', 'class', 'professor', 'mcgonagall', 'show', 'u', 'transfigure', 'cauldron', 'be', 'sport', 'what', 'strange', 'feature']","['cat', 'ear']","['first', 'transfiguration', 'class', 'professor', 'mcgonagall', 'show', 'u', 'transfigure', 'cauldron', 'be', 'sport', 'what', 'strange', 'feature', 'cat', 'ear']",['what'],False,FR,False,19,2
546,633,Who wrote Unfogging the Future?,Cassandra Vablatsky,"['who', 'write', 'unfogging', 'future']","['cassandra', 'vablatsky']","['who', 'write', 'unfogging', 'future', 'cassandra', 'vablatsky']",['who'],False,FR,False,5,2
547,634,Who was expelled from Hufflepuff House?,Newt Scamander,"['who', 'be', 'expel', 'hufflepuff', 'house']","['newt', 'scamander']","['who', 'be', 'expel', 'hufflepuff', 'house', 'newt', 'scamander']",['who'],False,FR,False,6,2
548,635,"This one is a two-parter. Where does Vernon Dursley work, and what does the company produce?","Grunnings, a drill manufacturer.","['one', 'be', 'twoparter', 'where', 'do', 'vernon', 'dursley', 'work', 'what', 'company', 'produce']","['grunnings', 'drill', 'manufacturer']","['one', 'be', 'twoparter', 'where', 'do', 'vernon', 'dursley', 'work', 'what', 'company', 'produce', 'grunnings', 'drill', 'manufacturer']","['what', 'where', 'do']",False,FR,False,17,4
549,637,What's the best use for the Talirek Twirl?,Evading Bludgers.,"['whats', 'best', 'use', 'talirek', 'twirl']","['evade', 'bludgers']","['whats', 'best', 'use', 'talirek', 'twirl', 'evade', 'bludgers']",['whats'],False,FR,False,9,2
550,638,Who wrote Magical Draughts and Potions?,Arsenius Jigger,"['who', 'write', 'magical', 'draught', 'potion']","['arsenius', 'jigger']","['who', 'write', 'magical', 'draught', 'potion', 'arsenius', 'jigger']",['who'],False,FR,False,6,2
551,639,What is Ginny's full name?,Ginevra Weasley,"['what', 'be', 'ginnys', 'full', 'name']","['ginevra', 'weasley']","['what', 'be', 'ginnys', 'full', 'name', 'ginevra', 'weasley']","['what', 'name']",False,FR,False,6,2
552,640,This topic will be included on what exam?,The N.E.W.T.S.,"['topic', 'will', 'include', 'what', 'exam']",['newt'],"['topic', 'will', 'include', 'what', 'exam', 'newt']","['what', 'will']",False,FR,False,8,6
553,641,What class does Professor Vector teach?,Arithmancy,"['what', 'class', 'do', 'professor', 'vector', 'teach']",['arithmancy'],"['what', 'class', 'do', 'professor', 'vector', 'teach', 'arithmancy']","['what', 'do']",False,FR,False,6,1
554,642,What purpose does the Cough Potion serve?,Cures a cough,"['what', 'purpose', 'do', 'cough', 'potion', 'serve']","['cure', 'cough']","['what', 'purpose', 'do', 'cough', 'potion', 'serve', 'cure']","['what', 'do']",False,FR,False,7,3
555,643,What does solitary 'X' classification mean?,Boring,"['what', 'do', 'solitary', 'classification', 'mean']",['boring'],"['what', 'do', 'solitary', 'classification', 'mean', 'boring']","['what', 'do']",True,FR,False,6,1
556,644,What incantation makes an object waterproof?,Impervius,"['what', 'incantation', 'make', 'object', 'waterproof']",['impervius'],"['what', 'incantation', 'make', 'object', 'waterproof', 'impervius']",['what'],False,FR,False,6,1
557,646,What do you say to summon a broom to your hand?,Up,"['what', 'do', 'say', 'summon', 'broom', 'hand']",[],"['what', 'do', 'say', 'summon', 'broom', 'hand']","['what', 'do']",False,FR,False,11,1
558,647,"On what date do the Weasleys rescue Harry from number four, Privet Drive?","July 31—his birthday, of course!","['what', 'date', 'do', 'weasleys', 'rescue', 'harry', 'number', 'four', 'privet', 'drive']","['july', 'birthday', 'course']","['what', 'date', 'do', 'weasleys', 'rescue', 'harry', 'number', 'four', 'privet', 'drive', 'july', 'birthday', 'course']","['what', 'do']",False,FR,False,13,6
559,648,What is the name of the Black family's house-elf?,Kreacher,"['what', 'be', 'name', 'black', 'family', 'houseelf']",['kreacher'],"['what', 'be', 'name', 'black', 'family', 'houseelf', 'kreacher']","['what', 'name']",False,FR,False,11,1
560,649,Who is the Potions Master at Hogwarts?,Severus Snape,"['who', 'be', 'potion', 'master', 'hogwarts']","['severus', 'snape']","['who', 'be', 'potion', 'master', 'hogwarts', 'severus', 'snape']",['who'],False,FR,False,7,2
561,650,Cedric Diggory let Harry use the prefect's bathroom in The Goblet of Fire. What man's statue is next to the lavatory entrance?,Boris the Bewildered,"['cedric', 'diggory', 'let', 'harry', 'use', 'prefect', 'bathroom', 'goblet', 'fire', 'what', 'man', 'statue', 'be', 'next', 'lavatory', 'entrance']","['boris', 'bewilder']","['cedric', 'diggory', 'let', 'harry', 'use', 'prefect', 'bathroom', 'goblet', 'fire', 'what', 'man', 'statue', 'be', 'next', 'lavatory', 'entrance', 'boris', 'bewilder']",['what'],True,FR,False,24,3
562,651,Is it safe to drink water conjured by Aguamenti?,"Yes, it's safe to drink.","['be', 'safe', 'drink', 'water', 'conjure', 'aguamenti']","['yes', 'safe', 'drink']","['be', 'safe', 'drink', 'water', 'conjure', 'aguamenti', 'yes']",N/A,False,YN,False,9,6
563,652,Arresto Momentum was originally developed for what purpose?,Slowing a Falling Quaffle,"['arresto', 'momentum', 'be', 'originally', 'develop', 'what', 'purpose']","['slow', 'fall', 'quaffle']","['arresto', 'momentum', 'be', 'originally', 'develop', 'what', 'purpose', 'slow', 'fall', 'quaffle']",['what'],False,FR,False,8,4
564,653,What is used in Xylomancy?,Twigs,"['what', 'be', 'use', 'xylomancy']",['twig'],"['what', 'be', 'use', 'xylomancy', 'twig']",['what'],False,FR,False,5,1
565,654,What’s the name of Hagrid’s half-brother?,Grawp,"['whats', 'name', 'hagrids', 'halfbrother']",['grawp'],"['whats', 'name', 'hagrids', 'halfbrother', 'grawp']","['name', 'whats']",False,FR,False,9,1
566,655,What is the platform at King's Cross Station where Hogwarts students catch the Hogwarts Express called?,Platform 9 ¾,"['what', 'be', 'platform', 'king', 'cross', 'station', 'where', 'hogwarts', 'student', 'catch', 'express', 'call']",['platform'],"['what', 'be', 'platform', 'king', 'cross', 'station', 'where', 'hogwarts', 'student', 'catch', 'express', 'call']","['what', 'where']",False,FR,False,17,3
567,656,When was Ollivanders founded?,382 BC,"['when', 'be', 'ollivanders', 'found']",['bc'],"['when', 'be', 'ollivanders', 'found', 'bc']",['when'],False,FR,False,4,2
568,657,When was He Who Must Not Be Named defeated?,Halloween,"['when', 'be', 'who', 'must', 'name', 'defeat']",['halloween'],"['when', 'be', 'who', 'must', 'name', 'defeat', 'halloween']","['name', 'who', 'when']",False,FR,False,9,1
569,659,What does Harry name his children?,"James Sirius, Albus Severus, and Lily Luna","['what', 'do', 'harry', 'name', 'child']","['james', 'sirius', 'albus', 'severus', 'lily', 'luna']","['what', 'do', 'harry', 'name', 'child', 'james', 'sirius', 'albus', 'severus', 'lily', 'luna']","['what', 'name', 'do']",False,FR,False,6,7
570,660,What creature is known for guarding Gringotts Bank?,Dragons,"['what', 'creature', 'be', 'know', 'guard', 'gringotts', 'bank']",['dragon'],"['what', 'creature', 'be', 'know', 'guard', 'gringotts', 'bank', 'dragon']",['what'],True,FR,False,8,1
571,661,Which creature was used in Quidditch before being replaced by the Golden Snitch?,Golden Snidget,"['which', 'creature', 'be', 'use', 'quidditch', 'replace', 'golden', 'snitch']","['golden', 'snidget']","['which', 'creature', 'be', 'use', 'quidditch', 'replace', 'golden', 'snitch', 'snidget']",['which'],False,FR,False,13,2
572,662,Where is the entrance to the Chamber of Secrets?,"In the second-floor girl's bathroom, also known as Moaning Myrtle's bathroom.","['where', 'be', 'entrance', 'chamber', 'secret']","['secondfloor', 'girl', 'bathroom', 'also', 'know', 'moan', 'myrtle']","['where', 'be', 'entrance', 'chamber', 'secret', 'secondfloor', 'girl', 'bathroom', 'also', 'know', 'moan', 'myrtle']",['where'],False,FR,False,9,14
573,664,"In the movie, what sound does Ron make after eating a magical candy?",A lion’s roar,"['movie', 'what', 'sound', 'do', 'ron', 'make', 'eating', 'magical', 'candy']","['lion', 'roar']","['movie', 'what', 'sound', 'do', 'ron', 'make', 'eating', 'magical', 'candy', 'lion', 'roar']","['what', 'do']",False,FR,False,13,4
574,665,What color is Hagrid's umbrella?,Pink,"['what', 'color', 'be', 'hagrids', 'umbrella']",['pink'],"['what', 'color', 'be', 'hagrids', 'umbrella', 'pink']",['what'],False,FR,False,6,1
575,666,What does the Impediment Jinx do?,Temporarily Slows a Target,"['what', 'do', 'impediment', 'jinx']","['temporarily', 'slow', 'target']","['what', 'do', 'impediment', 'jinx', 'temporarily', 'slow', 'target']","['what', 'do']",False,FR,False,6,4
576,667,What is the Bubotuber pus used for?,Clearing up acne,"['what', 'be', 'bubotuber', 'pu', 'use']","['clear', 'acne']","['what', 'be', 'bubotuber', 'pu', 'use', 'clear', 'acne']",['what'],True,FR,False,7,3
577,668,Who was the original owner of the Sorting Hat?,Godric Gryffindor,"['who', 'be', 'original', 'owner', 'sort', 'hat']","['godric', 'gryffindor']","['who', 'be', 'original', 'owner', 'sort', 'hat', 'godric', 'gryffindor']",['who'],False,FR,False,9,2
578,669,What does Harry do when he grows up?,He works as an Auror for the Ministry of Magic.,"['what', 'do', 'harry', 'when', 'grows']","['work', 'auror', 'ministry', 'magic']","['what', 'do', 'harry', 'when', 'grows', 'work', 'auror', 'ministry', 'magic']","['what', 'when', 'do']",False,FR,False,8,10
579,670,Which is the exciting moment in the book that is cut out of the movie?,Gryffindor winning the Quidditch Cup,"['which', 'be', 'excite', 'moment', 'book', 'cut', 'movie']","['gryffindor', 'win', 'quidditch', 'cup']","['which', 'be', 'excite', 'moment', 'book', 'cut', 'movie', 'gryffindor', 'win', 'quidditch', 'cup']",['which'],False,FR,False,15,5
580,671,Which Wizarding World publication contains series about the Crumple-Horned Snorkack?,The Quibbler,"['which', 'wizarding', 'world', 'publication', 'contain', 'series', 'crumplehorned', 'snorkack']",['quibbler'],"['which', 'wizarding', 'world', 'publication', 'contain', 'series', 'crumplehorned', 'snorkack', 'quibbler']",['which'],False,FR,False,11,2
581,672,Harry is known for his talents in Quidditch. What is the max speed for a Firebolt broomstick?,150 mph.,"['harry', 'be', 'know', 'talent', 'quidditch', 'what', 'max', 'speed', 'firebolt', 'broomstick']",['mph'],"['harry', 'be', 'know', 'talent', 'quidditch', 'what', 'max', 'speed', 'firebolt', 'broomstick', 'mph']",['what'],False,FR,False,17,2
582,673,Why does Neville Longbottom faint in Herbology class?,"His earmuffs were loose, so he heard the cry of the baby mandrake.","['why', 'do', 'neville', 'longbottom', 'faint', 'herbology', 'class']","['earmuff', 'be', 'loose', 'heard', 'cry', 'baby', 'mandrake']","['why', 'do', 'neville', 'longbottom', 'faint', 'herbology', 'class', 'earmuff', 'be', 'loose', 'heard', 'cry', 'baby', 'mandrake']","['why', 'do']",False,EX,False,8,13
583,674,Where’s Peeves favorite place to swim?,Boys’ ground floor toilets,"['wheres', 'peeve', 'favorite', 'place', 'swim']","['boy', 'ground', 'floor', 'toilet']","['wheres', 'peeve', 'favorite', 'place', 'swim', 'boy', 'ground', 'floor', 'toilet']",['wheres'],False,FR,False,7,4
584,675,What does the reductor curse do?,Blasts objects into pieces.,"['what', 'do', 'reductor', 'curse']","['blast', 'object', 'piece']","['what', 'do', 'reductor', 'curse', 'blast', 'object', 'piece']","['what', 'do']",False,FR,False,6,4
585,676,Can the Extinguishing Charm be used to put out dragon fire?,"Yes, it can.","['can', 'extinguish', 'charm', 'use', 'put', 'dragon', 'fire']","['yes', 'can']","['can', 'extinguish', 'charm', 'use', 'put', 'dragon', 'fire', 'yes']",['can'],False,YN,False,11,3
586,678,What does 'Avis' conjure?,Birds,"['what', 'do', 'avis', 'conjure']",['bird'],"['what', 'do', 'avis', 'conjure', 'bird']","['what', 'do']",False,FR,False,4,1
587,679,The Broom Casting technique enables one to do what while flying?,Cast spells.,"['broom', 'casting', 'technique', 'enable', 'one', 'do', 'what', 'fly']","['cast', 'spell']","['broom', 'casting', 'technique', 'enable', 'one', 'do', 'what', 'fly', 'cast', 'spell']","['what', 'do']",False,FR,False,11,2
588,680,"What does Glumbubles treacle induce, if ingested?",Melancholy.,"['what', 'do', 'glumbubles', 'treacle', 'induce', 'ingest']",['melancholy'],"['what', 'do', 'glumbubles', 'treacle', 'induce', 'ingest', 'melancholy']","['what', 'do']",False,FR,False,7,1
589,681,Who is the second Peverell brother?,Cadmus Peverell,"['who', 'be', 'second', 'peverell', 'brother']","['cadmus', 'peverell']","['who', 'be', 'second', 'peverell', 'brother', 'cadmus']",['who'],False,FR,False,6,2
590,682,Who wrote A History of Magic?,Bathilda Bagshot,"['who', 'write', 'history', 'magic']","['bathilda', 'bagshot']","['who', 'write', 'history', 'magic', 'bathilda', 'bagshot']",['who'],False,FR,False,6,2
591,683,What is Gilderoy Lockhart’s autobiography called?,Magical Me,"['what', 'be', 'gilderoy', 'lockharts', 'autobiography', 'call']",['magical'],"['what', 'be', 'gilderoy', 'lockharts', 'autobiography', 'call', 'magical']",['what'],False,FR,False,7,2
592,684,What animal did Ginny joke that Ron had tattooed on his body?,Pygmy Puff,"['what', 'animal', 'do', 'ginny', 'joke', 'ron', 'tattooed', 'body']","['pygmy', 'puff']","['what', 'animal', 'do', 'ginny', 'joke', 'ron', 'tattooed', 'body', 'pygmy', 'puff']","['what', 'do']",False,FR,False,12,2
593,685,Who is the author of 'Curses and Counter-Curses'?,Vindictus Viridian,"['who', 'be', 'author', 'curse', 'countercurses']","['vindictus', 'viridian']","['who', 'be', 'author', 'curse', 'countercurses', 'vindictus', 'viridian']",['who'],False,FR,False,9,2
594,687,What is Parvati Patil’s Boggart in the book and the movie?,"In the book, a mummy; in the movie, a giant cobra","['what', 'be', 'parvati', 'patils', 'boggart', 'book', 'movie']","['book', 'mummy', 'movie', 'giant', 'cobra']","['what', 'be', 'parvati', 'patils', 'boggart', 'book', 'movie', 'mummy', 'giant', 'cobra']",['what'],False,FR,False,12,11
595,688,Which Ministry of Magic department regulates Quidditch?,Magical Games and Sports,"['which', 'ministry', 'magic', 'department', 'regulate', 'quidditch']","['magical', 'game', 'sport']","['which', 'ministry', 'magic', 'department', 'regulate', 'quidditch', 'magical', 'game', 'sport']",['which'],False,FR,False,7,4
596,689,What ghost does Peeve fear?,Bloody Baron,"['what', 'ghost', 'do', 'peeve', 'fear']","['bloody', 'baron']","['what', 'ghost', 'do', 'peeve', 'fear', 'bloody', 'baron']","['what', 'do']",True,FR,False,5,2
597,690,Where do vanished items go?,Into non-being,"['where', 'do', 'vanish', 'item', 'go']",['nonbeing'],"['where', 'do', 'vanish', 'item', 'go', 'nonbeing']","['where', 'do']",False,FR,False,5,3
598,691,Who wrote the Dream Oracle?,Inigo Imago,"['who', 'write', 'dream', 'oracle']","['inigo', 'imago']","['who', 'write', 'dream', 'oracle', 'inigo', 'imago']",['who'],False,FR,False,5,2
599,692,What is the side effect of Pepperup Potion?,Steam Coming from the Ears,"['what', 'be', 'side', 'effect', 'pepperup', 'potion']","['steam', 'come', 'ear']","['what', 'be', 'side', 'effect', 'pepperup', 'potion', 'steam', 'come', 'ear']",['what'],True,FR,False,8,5
600,693,Which best describes the effects of a Switching Spell?,Switching Two Targets Simultaneously,"['which', 'best', 'describes', 'effect', 'switch', 'spell']","['switch', 'two', 'target', 'simultaneously']","['which', 'best', 'describes', 'effect', 'switch', 'spell', 'two', 'target', 'simultaneously']",['which'],False,FR,False,9,4
601,695,What property do you have to account for in Transfiguration?,Target's weight.,"['what', 'property', 'do', 'have', 'account', 'transfiguration']","['target', 'weight']","['what', 'property', 'do', 'have', 'account', 'transfiguration', 'target', 'weight']","['what', 'do', 'have']",False,FR,False,10,3
602,696,Which sweet-smelling plant changes its scent?,Flutterby Bush,"['which', 'sweetsmelling', 'plant', 'change', 'scent']","['flutterby', 'bush']","['which', 'sweetsmelling', 'plant', 'change', 'scent', 'flutterby', 'bush']",['which'],False,FR,False,7,2
603,697,"In the Quidditch World Cup, Ireland's team had three main chasers: Mullet, Troy, and Moran. Which one scored the first goal?",Troy.,"['quidditch', 'world', 'cup', 'irelands', 'team', 'three', 'main', 'chaser', 'mullet', 'troy', 'moran', 'which', 'one', 'score', 'first', 'goal']",['troy'],"['quidditch', 'world', 'cup', 'irelands', 'team', 'three', 'main', 'chaser', 'mullet', 'troy', 'moran', 'which', 'one', 'score', 'first', 'goal']",['which'],True,FR,False,22,1
604,698,What does the incantation 'Incarcerous' conjure?,Binding ropes,"['what', 'do', 'incantation', 'incarcerous', 'conjure']","['bind', 'rope']","['what', 'do', 'incantation', 'incarcerous', 'conjure', 'bind', 'rope']","['what', 'do']",False,FR,False,6,2
605,699,"In The Sorcerer’s Stone, Harry and his friends are awarded last-minute House Points, putting Gryffindor ahead of Slytherin by just 10 points. What was the final tally?",482 to 472.,"['sorcerer', 'stone', 'harry', 'friend', 'be', 'award', 'lastminute', 'house', 'point', 'put', 'gryffindor', 'ahead', 'slytherin', 'what', 'final', 'tally']",[],"['sorcerer', 'stone', 'harry', 'friend', 'be', 'award', 'lastminute', 'house', 'point', 'put', 'gryffindor', 'ahead', 'slytherin', 'what', 'final', 'tally']",['what'],False,FR,False,29,3
606,700,In what potion is the Sneezewort featured?,Befuddlement Draught.,"['what', 'potion', 'be', 'sneezewort', 'feature']","['befuddlement', 'draught']","['what', 'potion', 'be', 'sneezewort', 'feature', 'befuddlement', 'draught']",['what'],False,FR,False,7,2
607,701,What followed the Soap Blizzard of 1378?,Wizarding Economic Bubble Burst,"['what', 'follow', 'soap', 'blizzard']","['wizarding', 'economic', 'bubble', 'burst']","['what', 'follow', 'soap', 'blizzard', 'wizarding', 'economic', 'bubble', 'burst']",['what'],True,FR,False,7,4
608,702,Which incantation changes a person's hair color?,Crinus Muto,"['which', 'incantation', 'change', 'person', 'hair', 'color']","['crinus', 'muto']","['which', 'incantation', 'change', 'person', 'hair', 'color', 'crinus', 'muto']",['which'],False,FR,False,8,2
609,703,What animal did Neville Longbottom lose on the Hogwarts Express?,Toad,"['what', 'animal', 'do', 'neville', 'longbottom', 'lose', 'hogwarts', 'express']",['toad'],"['what', 'animal', 'do', 'neville', 'longbottom', 'lose', 'hogwarts', 'express', 'toad']","['what', 'do']",False,FR,False,10,1
610,704,What colour does the presence of a ghost turn flames?,Blue,"['what', 'colour', 'do', 'presence', 'ghost', 'turn', 'flame']",['blue'],"['what', 'colour', 'do', 'presence', 'ghost', 'turn', 'flame', 'blue']","['what', 'do']",False,FR,False,10,1
611,705,This one's a piece of cake. Name a magical plant whose roots can be used in many potions.,Valerian,"['one', 'piece', 'cake', 'name', 'magical', 'plant', 'whose', 'root', 'can', 'use', 'many', 'potion']",['valerian'],"['one', 'piece', 'cake', 'name', 'magical', 'plant', 'whose', 'root', 'can', 'use', 'many', 'potion', 'valerian']","['name', 'whose', 'can']",False,FR,False,19,1
612,706,How does Dumbledore escape from his office when the Ministry of Magic comes to take him to Azkaban?,"He grabs Fawkes’s tail, and they disappear in a flash of fire.","['how', 'do', 'dumbledore', 'escape', 'office', 'when', 'ministry', 'magic', 'come', 'take', 'azkaban']","['grab', 'fawkess', 'tail', 'disappear', 'flash', 'fire']","['how', 'do', 'dumbledore', 'escape', 'office', 'when', 'ministry', 'magic', 'come', 'take', 'azkaban', 'grab', 'fawkess', 'tail', 'disappear', 'flash', 'fire']","['when', 'how', 'do']",False,EX,False,18,13
613,707,Quidditch players are constantly at risk of injury throughout the game. How many possible Quidditch fouls are there?,700.,"['quidditch', 'player', 'be', 'constantly', 'risk', 'injury', 'throughout', 'game', 'how', 'many', 'possible', 'foul']",[],"['quidditch', 'player', 'be', 'constantly', 'risk', 'injury', 'throughout', 'game', 'how', 'many', 'possible', 'foul']",['how'],False,FR,False,18,1
614,708,"What was the name of the house where the Weasleys once lived, which became a second home to Harry Potter?",The Burrow,"['what', 'be', 'name', 'house', 'where', 'weasleys', 'live', 'which', 'become', 'second', 'home', 'harry', 'potter']",['burrow'],"['what', 'be', 'name', 'house', 'where', 'weasleys', 'live', 'which', 'become', 'second', 'home', 'harry', 'potter', 'burrow']","['what', 'name', 'where', 'which']",True,FR,False,20,2
615,709,What did Harry do to get him temporarily expelled from Hogwarts?,He chases away dementors,"['what', 'do', 'harry', 'get', 'temporarily', 'expel', 'hogwarts']","['chase', 'away', 'dementors']","['what', 'do', 'harry', 'get', 'temporarily', 'expel', 'hogwarts', 'chase', 'away', 'dementors']","['what', 'do']",False,FR,False,11,4
616,710,What is the Fwooper plumage used as?,A quill,"['what', 'be', 'fwooper', 'plumage', 'use']",['quill'],"['what', 'be', 'fwooper', 'plumage', 'use', 'quill']",['what'],False,FR,False,7,2
617,711,In what year was the book Harry Potter and the Sorcerer’s Stone released in the United States?,1998,"['what', 'year', 'be', 'book', 'harry', 'potter', 'sorcerer', 'stone', 'release', 'united', 'state']",[],"['what', 'year', 'be', 'book', 'harry', 'potter', 'sorcerer', 'stone', 'release', 'united', 'state']",['what'],False,FR,False,18,1
618,712,What do Switching Spells do?,Swap Objects for Each Other,"['what', 'do', 'switch', 'spell']","['swap', 'object']","['what', 'do', 'switch', 'spell', 'swap', 'object']","['what', 'do']",False,FR,False,5,5
619,713,Which finger was Peter Pettigrew missing?,Right index finger,"['which', 'finger', 'be', 'peter', 'pettigrew', 'miss']","['right', 'index', 'finger']","['which', 'finger', 'be', 'peter', 'pettigrew', 'miss', 'right', 'index']",['which'],False,FR,False,6,3
620,714,Dumbledore has a scar above his left knee that is a perfect map of what?,The London Underground,"['dumbledore', 'have', 'scar', 'leave', 'knee', 'be', 'perfect', 'map', 'what']","['london', 'underground']","['dumbledore', 'have', 'scar', 'leave', 'knee', 'be', 'perfect', 'map', 'what', 'london', 'underground']","['what', 'have']",False,FR,False,15,3
621,715,What can cause a person's patronus to change?,Major life events,"['what', 'can', 'cause', 'person', 'patronus', 'change']","['major', 'life', 'event']","['what', 'can', 'cause', 'person', 'patronus', 'change', 'major', 'life', 'event']","['what', 'can']",False,FR,False,9,3
622,716,What do you feed a newly-hatched dragon?,Brandy and chicken blood,"['what', 'do', 'fee', 'newlyhatched', 'dragon']","['brandy', 'chicken', 'blood']","['what', 'do', 'fee', 'newlyhatched', 'dragon', 'brandy', 'chicken', 'blood']","['what', 'do']",False,FR,False,8,4
