,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword,question_length,answer_length,question_type,answer_type
542,1038,Where is the Hufflepuff common room?,By the kitchens,['where' 'be' 'hufflepuff' 'common' 'room'],['kitchen'],['where' 'be' 'hufflepuff' 'common' 'room' 'kitchen'],['where' 'be'],where,6,3,FR,text
543,1044,What form does the Weasley Twins' Patronus take?,Magpie,['what' 'form' 'do' 'weasley' 'twin' 'patronus' 'take'],['magpie'],['what' 'form' 'do' 'weasley' 'twin' 'patronus' 'take' 'magpie'],['what' 'do'],what,8,1,FR,text
544,1048,"What is the name of the popular, sweet drink usually served in Hogsmeade?",Butterbeer.,"['what' 'be' 'name' 'popular' 'sweet' 'drink' 'usually' 'serve'
 'hogsmeade']",['butterbeer'],"['what' 'be' 'name' 'popular' 'sweet' 'drink' 'usually' 'serve'
 'hogsmeade' 'butterbeer']",['what' 'be' 'name'],what,13,1,FR,text
545,1050,Which Hogwarts house does Luna Lovegood belong to?,Ravenclaw,['which' 'hogwarts' 'house' 'do' 'luna' 'lovegood' 'belong'],['ravenclaw'],['which' 'hogwarts' 'house' 'do' 'luna' 'lovegood' 'belong' 'ravenclaw'],['which' 'do'],which,8,1,FR,text
546,1051,What spell does Hermione use to fix Harry's glasses in the Sorcerer's Stone?,Oculus Reparo,"['what' 'spell' 'do' 'hermione' 'use' 'fix' 'harry' 'glass' 'sorcerer'
 'stone']",['oculus' 'reparo'],"['what' 'spell' 'do' 'hermione' 'use' 'fix' 'harry' 'glass' 'sorcerer'
 'stone' 'oculus' 'reparo']",['what' 'do'],what,15,2,FR,text
547,1052,What class does Professor McGonagall teach?,Transfiguration,['what' 'class' 'do' 'professor' 'mcgonagall' 'teach'],['transfiguration'],['what' 'class' 'do' 'professor' 'mcgonagall' 'teach' 'transfiguration'],['what' 'do'],what,6,1,FR,text
548,1053,Who infected Remus Lupin with Lycanthropy?,Fenrir Greyback,['who' 'infect' 'remus' 'lupin' 'lycanthropy'],['fenrir' 'greyback'],['who' 'infect' 'remus' 'lupin' 'lycanthropy' 'fenrir' 'greyback'],['who'],who,6,2,FR,text
549,1057,What kind of magical creature is Aragog?,Acromantula,['what' 'kind' 'magical' 'creature' 'be' 'aragog'],['acromantula'],['what' 'kind' 'magical' 'creature' 'be' 'aragog' 'acromantula'],['what' 'be'],what,7,1,FR,text
550,1061,What did Salazar Slytherin value most in a student?,Cunning,['what' 'do' 'salazar' 'slytherin' 'value' 'student'],['cunning'],['what' 'do' 'salazar' 'slytherin' 'value' 'student' 'cunning'],['what' 'do'],what,9,1,FR,text
551,1066,What is the British term for a nonmagical person?,Muggle,['what' 'be' 'british' 'term' 'nonmagical' 'person'],['muggle'],['what' 'be' 'british' 'term' 'nonmagical' 'person' 'muggle'],['what' 'be'],what,9,1,FR,text
552,1069,Who is the author of 'Moste Potente Potions'?,Phineas Bourne,['who' 'be' 'author' 'moste' 'potente' 'potion'],['phineas' 'bourne'],['who' 'be' 'author' 'moste' 'potente' 'potion' 'phineas' 'bourne'],['who' 'be'],who,8,2,FR,text
553,1074,What is the name of the Apparition instructor who comes to Hogwarts in Harry’s sixth year?,Wilkie Twycross.,"['what' 'be' 'name' 'apparition' 'instructor' 'who' 'come' 'hogwarts'
 'harry' 'sixth' 'year']",['wilkie' 'twycross'],"['what' 'be' 'name' 'apparition' 'instructor' 'who' 'come' 'hogwarts'
 'harry' 'sixth' 'year' 'wilkie' 'twycross']",['what' 'be' 'name' 'who'],what,17,2,FR,text
554,1078,What position does Harry play on the Gryffindor Quidditch team?,Seeker.,['what' 'position' 'do' 'harry' 'play' 'gryffindor' 'quidditch' 'team'],['seeker'],"['what' 'position' 'do' 'harry' 'play' 'gryffindor' 'quidditch' 'team'
 'seeker']",['what' 'do'],what,10,1,FR,text
555,1081,What form of magical transportation is illegal?,Flying carpets,['what' 'form' 'magical' 'transportation' 'be' 'illegal'],['fly' 'carpet'],['what' 'form' 'magical' 'transportation' 'be' 'illegal' 'fly' 'carpet'],['what' 'be'],what,7,2,FR,text
556,1082,What type of potion does Golpalott's Third Law pertain to?,Antidotes,['what' 'type' 'potion' 'do' 'golpalott' 'third' 'law' 'pertain'],['antidote'],"['what' 'type' 'potion' 'do' 'golpalott' 'third' 'law' 'pertain'
 'antidote']",['what' 'do'],what,11,1,FR,text
557,1083,Who is the founder of the Slytherin house?,Salazar Slytherin,['who' 'be' 'founder' 'slytherin' 'house'],['salazar' 'slytherin'],['who' 'be' 'founder' 'slytherin' 'house' 'salazar'],['who' 'be'],who,8,2,FR,text
558,1084,What does Professor Kettleburn wish to do after retiring from Hogwarts?,Enjoy more time with his remaining limbs,['what' 'do' 'professor' 'kettleburn' 'wish' 'retire' 'hogwarts'],['enjoy' 'time' 'remain' 'limb'],"['what' 'do' 'professor' 'kettleburn' 'wish' 'retire' 'hogwarts' 'enjoy'
 'time' 'remain' 'limb']",['what' 'do'],what,11,7,FR,text
559,1085,"Which of the following is NOT a form of Transfiguration: Switching, Vanishing, Enchantment, Conjuration.",Enchantment,"['which', 'following', 'be', 'form', 'transfiguration', 'switch', 'vanish', 'enchantment', 'conjuration']",['enchantment'],"['which', 'following', 'be', 'form', 'transfiguration', 'switch', 'vanish', 'enchantment', 'conjuration']","['which', 'be']",which,14,1,MCQ,text
560,1086,How do you tell if a door is Imperturbable?,Test if it repels objects and sounds,"['how', 'do', 'tell', 'door', 'be', 'imperturbable']","['test', 'repel', 'object', 'sound']","['how', 'do', 'tell', 'door', 'be', 'imperturbable', 'test', 'repel', 'object', 'sound']","['how', 'do', 'be']",how,9,7,EX,text
561,1087,"Which of the following plants is known for its tendency to slap people: Fanged Geranium, Bubotuber, Bouncing Bulbs, Snargaluff?",Bouncing Bulbs,"['which', 'following', 'plant', 'be', 'know', 'tendency', 'slap', 'people', 'fanged', 'geranium', 'bubotuber', 'bounce', 'bulb', 'snargaluff']","['bounce', 'bulb']","['which', 'following', 'plant', 'be', 'know', 'tendency', 'slap', 'people', 'fanged', 'geranium', 'bubotuber', 'bounce', 'bulb', 'snargaluff']","['which', 'be']",which,19,2,MCQ,text
562,1088,"Which of the following is NOT a type of broom? Nimbus, Cleansweep Seven, Occamy, Firebolt.",Occamy,"['which', 'following', 'be', 'type', 'broom', 'nimbus', 'cleansweep', 'seven', 'occamy', 'firebolt']",['occamy'],"['which', 'following', 'be', 'type', 'broom', 'nimbus', 'cleansweep', 'seven', 'occamy', 'firebolt']","['which', 'be']",which,15,1,MCQ,text
563,1089,"According to the Ministry of Magic's classification system, what type of entity is a Boggart?",Non-being,"['accord', 'ministry', 'magic', 'classification', 'system', 'what', 'type', 'entity', 'be', 'boggart']","['non', 'be']","['accord', 'ministry', 'magic', 'classification', 'system', 'what', 'type', 'entity', 'be', 'boggart', 'non']","['what', 'be']",what,16,2,FR,text
564,1090,Where is the best place to buy flesh-eating slug repellent?,Knockturn Alley,"['where', 'be', 'best', 'place', 'buy', 'flesh', 'eat', 'slug', 'repellent']","['knockturn', 'alley']","['where', 'be', 'best', 'place', 'buy', 'flesh', 'eat', 'slug', 'repellent', 'knockturn', 'alley']","['where', 'be']",where,11,2,FR,text
565,1091,"In Harry Potter and the Half-Blood Prince, which amusingly titled book did Ron Weasley worry his mother might have sent him for Slughorn's N.E.W.T. Potions class by mistake? Madcap Magic for Wacky Warlocks, Charm Your Own Cheese, Where There's a Wand, There's a Way, Basic Hexes for the Busy and Vexed.",Charm Your Own Cheese,"['harry', 'potter', 'half', 'blood', 'prince', 'which', 'amusingly', 'title', 'book', 'do', 'ron', 'weasley', 'worry', 'mother', 'might', 'have', 'send', 'slughorn', 'potion', 'class', 'mistake', 'madcap', 'magic', 'wacky', 'warlock', 'charm', 'cheese', 'where', 'wand', 'way', 'basic', 'hex', 'busy', 'vexed']","['charm', 'cheese']","['harry', 'potter', 'half', 'blood', 'prince', 'which', 'amusingly', 'title', 'book', 'do', 'ron', 'weasley', 'worry', 'mother', 'might', 'have', 'send', 'slughorn', 'potion', 'class', 'mistake', 'madcap', 'magic', 'wacky', 'warlock', 'charm', 'cheese', 'where', 'wand', 'way', 'basic', 'hex', 'busy', 'vexed']","['which', 'do', 'have', 'where']",which,58,4,MCQ,text
566,1092,How many times did Wendelin the Weird allow herself to be caught by witch-hunters?,47,"['how', 'many', 'time', 'do', 'wendelin', 'weird', 'allow', 'be', 'catch', 'witch', 'hunter']",['47'],"['how', 'many', 'time', 'do', 'wendelin', 'weird', 'allow', 'be', 'catch', 'witch', 'hunter', '47']","['how', 'do', 'be']",how,15,1,FR,numeric
567,1093,"Which of these words best describes Slytherin House: Daring, Patient, Resourceful, or Witty?",Resourceful,"['which', 'word', 'best', 'describe', 'slytherin', 'house', 'dare', 'patient', 'resourceful', 'witty']",['resourceful'],"['which', 'word', 'best', 'describe', 'slytherin', 'house', 'dare', 'patient', 'resourceful', 'witty']",['which'],which,13,1,MCQ,text
568,1094,"Which of these spells is NOT primarily classified as a standard utility Charm? Accio, Lumos, Geminio, Alohomora.",Geminio,"['which', 'spell', 'be', 'primarily', 'classify', 'standard', 'utility', 'charm', 'accio', 'lumos', 'geminio', 'alohomora']",['geminio'],"['which', 'spell', 'be', 'primarily', 'classify', 'standard', 'utility', 'charm', 'accio', 'lumos', 'geminio', 'alohomora']","['which', 'be']",which,17,1,MCQ,text
569,1095,"Which of the following spells is not used in Transfiguration Class: Vera Verto, Evanesco, Confundo, or Avis?",Confundo,"['which', 'following', 'spell', 'be', 'use', 'transfiguration', 'class', 'vera', 'verto', 'evanesco', 'confundo', 'avis']",['confundo'],"['which', 'following', 'spell', 'be', 'use', 'transfiguration', 'class', 'vera', 'verto', 'evanesco', 'confundo', 'avis']","['which', 'be']",which,17,1,MCQ,text
570,1096,"Which of these potions does NOT contain Valerian Sprigs as a listed ingredient? Draught of Living Death, Elixir to Induce Euphoria, Sleeping Draught, Polyjuice Potion.",Polyjuice Potion,"['which', 'potion', 'do', 'contain', 'valerian', 'sprig', 'listed', 'ingredient', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'sleep', 'polyjuice']","['polyjuice', 'potion']","['which', 'potion', 'do', 'contain', 'valerian', 'sprig', 'listed', 'ingredient', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'sleep', 'polyjuice']","['which', 'do']",which,25,2,MCQ,text
571,1097,"Which of these spells is most similar to Flipendo, the Knockback Jinx? Depulso, Accio, Incendio, Stupefy.",Depulso,"['which', 'spell', 'be', 'similar', 'flipendo', 'knockback', 'jinx', 'depulso', 'accio', 'incendio', 'stupefy']",['depulso'],"['which', 'spell', 'be', 'similar', 'flipendo', 'knockback', 'jinx', 'depulso', 'accio', 'incendio', 'stupefy']","['which', 'be']",which,16,1,MCQ,text
572,1098,"Which statement is true about conjured objects: They are permanent if the caster is powerful enough, Food is the easiest thing to conjure perfectly, They vanish in time, or They are always invisible to Muggles?",They vanish in time,"['which', 'statement', 'be', 'true', 'conjure', 'object', 'permanent', 'caster', 'powerful', 'enough', 'food', 'easy', 'thing', 'perfectly', 'vanish', 'time', 'always', 'invisible', 'muggles']","['vanish', 'time']","['which', 'statement', 'be', 'true', 'conjure', 'object', 'permanent', 'caster', 'powerful', 'enough', 'food', 'easy', 'thing', 'perfectly', 'vanish', 'time', 'always', 'invisible', 'muggles']","['which', 'be', 'true']",which,35,4,MCQ,text
573,1099,"Which of these creatures is notably proud and easy to offend if not treated politely: Niffler, Grindylow, Hippogriff, Bowtruckle?",Hippogriff,"['which', 'creature', 'be', 'notably', 'proud', 'easy', 'offend', 'treat', 'politely', 'niffler', 'grindylow', 'hippogriff', 'bowtruckle']",['hippogriff'],"['which', 'creature', 'be', 'notably', 'proud', 'easy', 'offend', 'treat', 'politely', 'niffler', 'grindylow', 'hippogriff', 'bowtruckle']","['which', 'be']",which,19,1,MCQ,text
574,1100,"Bouncing Bulbs are notoriously difficult for which of these Herbology actions: Watering, Pruning, Potting, or Fertilizing?",Potting,"['bounce', 'bulb', 'be', 'notoriously', 'difficult', 'which', 'herbology', 'action', 'water', 'prune', 'potting', 'fertilizing']",['pot'],"['bounce', 'bulb', 'be', 'notoriously', 'difficult', 'which', 'herbology', 'action', 'water', 'prune', 'potting', 'fertilizing', 'pot']","['be', 'which']",which,16,1,MCQ,text
575,1101,Why does Luna Lovegood wear shoes to bed?,She sleepwalks,"['why', 'do', 'luna', 'lovegood', 'wear', 'shoe', 'bed']",['sleepwalk'],"['why', 'do', 'luna', 'lovegood', 'wear', 'shoe', 'bed', 'sleepwalk']","['why', 'do']",why,8,2,EX,text
576,1102,What ingredient do you need to mix with Dittany to cure Werewolf bites?,Powdered Silver,"['what', 'ingredient', 'do', 'need', 'mix', 'dittany', 'cure', 'werewolf', 'bite']","['powder', 'silver']","['what', 'ingredient', 'do', 'need', 'mix', 'dittany', 'cure', 'werewolf', 'bite', 'powder', 'silver']","['what', 'do']",what,13,2,FR,text
577,1103,Did Muggles use ancient runes as well??,"Yes, they did","['do', 'muggles', 'use', 'ancient', 'rune', 'well']","['yes', 'do']","['do', 'muggles', 'use', 'ancient', 'rune', 'well', 'yes']",['do'],do,7,3,YN,text
578,1104,"How does one typically become a Metamorphmagus? Casting a transformation spell, Using a magical potion, Born with the ability, or Learning from a skilled Metamorphmagus?",Born with the ability,"['how', 'do', 'one', 'typically', 'become', 'metamorphmagus', 'cast', 'transformation', 'spell', 'use', 'magical', 'potion', 'bear', 'ability', 'learning', 'skilled']","['bear', 'ability']","['how', 'do', 'one', 'typically', 'become', 'metamorphmagus', 'cast', 'transformation', 'spell', 'use', 'magical', 'potion', 'bear', 'ability', 'learning', 'skilled']","['how', 'do']",how,25,4,MCQ,text
579,1105,"On his 11th birthday, how many presents did Dudley Dursley receive on in total?",38,"['11th', 'birthday', 'how', 'many', 'present', 'do', 'dudley', 'dursley', 'receive', 'total']",['38'],"['11th', 'birthday', 'how', 'many', 'present', 'do', 'dudley', 'dursley', 'receive', 'total', '38']","['how', 'do']",how,14,1,FR,numeric
580,1106,"In Harry Potter and the Philosopher's Stone, what is the first line of the book?","Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much.","['harry', 'potter', 'philosopher', 'stone', 'what', 'be', 'first', 'line', 'book']","['mr', 'mrs', 'dursley', 'number', 'four', 'privet', 'drive', 'be', 'proud', 'say', 'perfectly', 'normal', 'thank', 'much']","['harry', 'potter', 'philosopher', 'stone', 'what', 'be', 'first', 'line', 'book', 'mr', 'mrs', 'dursley', 'number', 'four', 'privet', 'drive', 'proud', 'say', 'perfectly', 'normal', 'thank', 'much']","['what', 'be']",what,16,22,FR,text
581,1107,How many Horcruxes have been destroyed at the end of Harry Potter and the Half-Blood Prince?,2 (Tom Riddle's diary and Marvolo Gaunt's ring),"['how', 'many', 'horcruxes', 'have', 'be', 'destroy', 'end', 'harry', 'potter', 'half', 'blood', 'prince']","['tom', 'riddle', 'diary', 'marvolo', 'gaunt', 'ring']","['how', 'many', 'horcruxes', 'have', 'be', 'destroy', 'end', 'harry', 'potter', 'half', 'blood', 'prince', 'tom', 'riddle', 'diary', 'marvolo', 'gaunt', 'ring']","['how', 'have', 'be']",how,17,10,FR,text
582,1108,How old was Luna when she lost her mom?,9,"['how', 'old', 'be', 'luna', 'when', 'lose', 'mom']",[],"['how', 'old', 'be', 'luna', 'when', 'lose', 'mom']","['how', 'be', 'when']",how,9,1,FR,numeric
583,1109,How many Horcruxes did Voldemort create intentionally?,6,"['how', 'many', 'horcruxes', 'do', 'voldemort', 'create', 'intentionally']",[],"['how', 'many', 'horcruxes', 'do', 'voldemort', 'create', 'intentionally']","['how', 'do']",how,7,1,FR,numeric
584,1110,How old was Harry when he got his first letter from Hogwarts?,11,"['how', 'old', 'be', 'harry', 'when', 'get', 'first', 'letter', 'hogwarts']",['11'],"['how', 'old', 'be', 'harry', 'when', 'get', 'first', 'letter', 'hogwarts', '11']","['how', 'be', 'when']",how,12,1,FR,numeric
585,1111,How many Philosopher's Stones have been known to exist?,1,"['how', 'many', 'philosopher', 'stone', 'have', 'be', 'know', 'exist']",[],"['how', 'many', 'philosopher', 'stone', 'have', 'be', 'know', 'exist']","['how', 'have', 'be']",how,10,1,FR,numeric
586,1112,How many Muggles see the flying Ford Anglia as Harry and Ron make their way to school?,7,"['how', 'many', 'muggles', 'see', 'fly', 'ford', 'anglia', 'harry', 'ron', 'make', 'way', 'school']",[],"['how', 'many', 'muggles', 'see', 'fly', 'ford', 'anglia', 'harry', 'ron', 'make', 'way', 'school']",['how'],how,17,1,FR,numeric
587,1113,How many Principal Exceptions are there to Gamp's Law of Elemental Transfiguration?,5,"['how', 'many', 'principal', 'exception', 'be', 'gamp', 'law', 'elemental', 'transfiguration']",[],"['how', 'many', 'principal', 'exception', 'be', 'gamp', 'law', 'elemental', 'transfiguration']","['how', 'be']",how,13,1,FR,numeric
588,1114,How many Deathly Hallows did Albus Dumbledore possess?,3,"['how', 'many', 'deathly', 'hallows', 'do', 'albus', 'dumbledore', 'possess']",[],"['how', 'many', 'deathly', 'hallows', 'do', 'albus', 'dumbledore', 'possess']","['how', 'do']",how,8,1,FR,numeric
589,1115,Switching spells simultaneously transfigure how many objects?,2,"['switch', 'spell', 'simultaneously', 'transfigure', 'how', 'many', 'object']",[],"['switch', 'spell', 'simultaneously', 'transfigure', 'how', 'many', 'object']",['how'],how,7,1,FR,numeric
590,1116,How long should a Polyjuice Potion stew before usage?,1 Month,"['how', 'long', 'should', 'polyjuice', 'potion', 'stew', 'usage']",['month'],"['how', 'long', 'should', 'polyjuice', 'potion', 'stew', 'usage', 'month']","['how', 'should']",how,9,2,FR,text
591,1117,How many times did Gilderoy Lockhart win Witch Weekly's Most Charming Smile Award?,5,"['how', 'many', 'time', 'do', 'gilderoy', 'lockhart', 'win', 'witch', 'weekly', 'charming', 'smile', 'award']",[],"['how', 'many', 'time', 'do', 'gilderoy', 'lockhart', 'win', 'witch', 'weekly', 'charming', 'smile', 'award']","['how', 'do']",how,14,1,FR,numeric
592,1118,How was Hermione able to take extra lessons in Harry Potter and the Prisoner of Azkaban?,She used a time-turner,"['how', 'be', 'hermione', 'able', 'take', 'extra', 'lesson', 'harry', 'potter', 'prisoner', 'azkaban']","['use', 'time', 'turner']","['how', 'be', 'hermione', 'able', 'take', 'extra', 'lesson', 'harry', 'potter', 'prisoner', 'azkaban', 'use', 'time', 'turner']","['how', 'be']",how,16,5,EX,text
593,1119,"Which of these is an ingredient in Befuddlement Draughts: Powdered Bicorn Horn, Bezoar, Sneezewort, or Dittany?",Sneezewort,"['which', 'be', 'ingredient', 'befuddlement', 'draught', 'powder', 'bicorn', 'horn', 'bezoar', 'sneezewort', 'dittany']",['sneezewort'],"['which', 'be', 'ingredient', 'befuddlement', 'draught', 'powder', 'bicorn', 'horn', 'bezoar', 'sneezewort', 'dittany']","['which', 'be']",which,16,1,MCQ,text
594,1120,"Which of these charms is the dancing-feet jinx? Tarantallegra, Rictusempra, Locomotor, or Serpensortia?
",Tarantallegra,"['which', 'charm', 'be', 'dance', 'foot', 'jinx', 'tarantallegra', 'rictusempra', 'locomotor', 'serpensortia']",['tarantallegra'],"['which', 'charm', 'be', 'dance', 'foot', 'jinx', 'tarantallegra', 'rictusempra', 'locomotor', 'serpensortia']","['which', 'be']",which,14,1,MCQ,text
595,1121,"Which of the following was a key reason why 14th-century witch burnings were often pointless against actual witches and wizards: The Protego Charm, Apparition, The Flame-Freezing Charm, or Fire-Protection Potion?",Flame-Freezing Charm,"['which', 'following', 'be', 'key', 'reason', 'why', '14th', 'century', 'witch', 'burning', 'often', 'pointless', 'actual', 'wizard', 'protego', 'charm', 'apparition', 'flame', 'freeze', 'fire', 'protection', 'potion']","['flame', 'freeze', 'charm']","['which', 'following', 'be', 'key', 'reason', 'why', '14th', 'century', 'witch', 'burning', 'often', 'pointless', 'actual', 'wizard', 'protego', 'charm', 'apparition', 'flame', 'freeze', 'fire', 'protection', 'potion']","['which', 'be', 'why']",which,33,3,MCQ,text
596,1122,"Which of the following traits does the Occamy exhibit: Animagus Transformation, Blast-Ended Propulsion, Choranaptyxis, or Emotional Empathy?",Choranaptyxis,"['which', 'following', 'trait', 'do', 'occamy', 'exhibit', 'animagus', 'transformation', 'blast', 'end', 'propulsion', 'choranaptyxis', 'emotional', 'empathy']",['choranaptyxis'],"['which', 'following', 'trait', 'do', 'occamy', 'exhibit', 'animagus', 'transformation', 'blast', 'end', 'propulsion', 'choranaptyxis', 'emotional', 'empathy']","['which', 'do']",which,18,1,MCQ,text
597,1123,"Which of these plants bloom instantly: Mandrake, Devil’s Snare, Puffapod, or Bubotuber?",Puffapod,"['which', 'plant', 'bloom', 'instantly', 'mandrake', 'devil', 'snare', 'puffapod', 'bubotuber']",['puffapod'],"['which', 'plant', 'bloom', 'instantly', 'mandrake', 'devil', 'snare', 'puffapod', 'bubotuber']",['which'],which,13,1,MCQ,text
598,1124,"Which of the following is NOT a Horcrux: The Diary of Tom Riddle, The Ring of Marvolo Gaunt, The Gryffindor Goblet, or The Locket of Slytherin?",The Gryffindor Goblet,"['which', 'following', 'be', 'horcrux', 'diary', 'tom', 'riddle', 'ring', 'marvolo', 'gaunt', 'gryffindor', 'goblet', 'locket', 'slytherin']","['gryffindor', 'goblet']","['which', 'following', 'be', 'horcrux', 'diary', 'tom', 'riddle', 'ring', 'marvolo', 'gaunt', 'gryffindor', 'goblet', 'locket', 'slytherin']","['which', 'be']",which,26,3,MCQ,text
599,1125,"Which of these is needed for successful broom casting?Which of these is needed for successful broom casting: speed, balance, courage, or strength?",Balance,"['which', 'be', 'need', 'successful', 'broom', 'cast', 'speed', 'balance', 'courage', 'strength']",['balance'],"['which', 'be', 'need', 'successful', 'broom', 'cast', 'speed', 'balance', 'courage', 'strength']","['which', 'be']",which,23,1,MCQ,text
600,1126,"Which of the following is NOT a type of Transfiguration: human transfiguration, summoning, vanishing, or animagus transformation?",Summoning,"['which', 'following', 'be', 'type', 'transfiguration', 'human', 'summon', 'vanish', 'animagus', 'transformation']",['summon'],"['which', 'following', 'be', 'type', 'transfiguration', 'human', 'summon', 'vanish', 'animagus', 'transformation']","['which', 'be']",which,17,1,MCQ,text
601,1127,"Which of these is an ancient predecessor to Quidditch: Creaothceann, Muggle Soccer, Wizard Chess, or Gobstones?",Creaothceann.,"['which', 'be', 'ancient', 'predecessor', 'quidditch', 'creaothceann', 'muggle', 'soccer', 'wizard', 'chess', 'gobstones']",['creaothceann'],"['which', 'be', 'ancient', 'predecessor', 'quidditch', 'creaothceann', 'muggle', 'soccer', 'wizard', 'chess', 'gobstones']","['which', 'be']",which,16,1,MCQ,text
602,1128,"Which of the following is another dive commonly used by Seekers: Porskoff Ploy, Bludger Backbeat, Spiral Dive, or Kestrel Plunge?",Spiral Dive,"['which', 'following', 'be', 'another', 'dive', 'commonly', 'use', 'seeker', 'porskoff', 'ploy', 'bludger', 'backbeat', 'spiral', 'kestrel', 'plunge']","['spiral', 'dive']","['which', 'following', 'be', 'another', 'dive', 'commonly', 'use', 'seeker', 'porskoff', 'ploy', 'bludger', 'backbeat', 'spiral', 'kestrel', 'plunge']","['which', 'be']",which,20,2,MCQ,text
603,1129,"Screechsnaps are capable of which of the following: moving, changing colors, making noise, or flying?",Move & Make Noise,"['screechsnaps', 'be', 'capable', 'which', 'follow', 'move', 'change', 'color', 'make', 'noise', 'fly']","['move', 'make', 'noise']","['screechsnaps', 'be', 'capable', 'which', 'follow', 'move', 'change', 'color', 'make', 'noise', 'fly']","['be', 'which']",which,15,3,MCQ,text
604,1130,"Which of these titles or identities has NOT been held by Harry Potter: Seeker for Gryffindor, SPEW Treasurer, Prefect, or Triwizard Champion?",SPEW Treasurer,"['which', 'title', 'identity', 'have', 'be', 'hold', 'harry', 'potter', 'seeker', 'gryffindor', 'spew', 'treasurer', 'prefect', 'triwizard', 'champion']","['spew', 'treasurer']","['which', 'title', 'identity', 'have', 'be', 'hold', 'harry', 'potter', 'seeker', 'gryffindor', 'spew', 'treasurer', 'prefect', 'triwizard', 'champion']","['which', 'have', 'be']",which,22,2,MCQ,text
605,1131,"Which of the following was NOT a breed of dragon faced by the Triwizard Tournament champions: Hungarian Horntail, Chinese Fireball, Swedish Short-Snout, or Norwegian Ridgeback?",Norwegian Ridgeback,"['which', 'following', 'be', 'breed', 'dragon', 'face', 'triwizard', 'tournament', 'champion', 'hungarian', 'horntail', 'chinese', 'fireball', 'swedish', 'short', 'snout', 'norwegian', 'ridgeback']","['norwegian', 'ridgeback']","['which', 'following', 'be', 'breed', 'dragon', 'face', 'triwizard', 'tournament', 'champion', 'hungarian', 'horntail', 'chinese', 'fireball', 'swedish', 'short', 'snout', 'norwegian', 'ridgeback']","['which', 'be']",which,26,2,MCQ,text
606,1132,"Which of these creatures' blood will keep a human alive, albeit at a terrible price: Phoenix, Dragon, Unicorn, or Thestral?""",Unicorn,"['which', 'creature', 'blood', 'keep', 'human', 'alive', 'albeit', 'terrible', 'price', 'phoenix', 'dragon', 'unicorn', 'thestral']",['unicorn'],"['which', 'creature', 'blood', 'keep', 'human', 'alive', 'albeit', 'terrible', 'price', 'phoenix', 'dragon', 'unicorn', 'thestral']",['which'],which,20,1,MCQ,text
607,1133,"Which of the following is NOT a type of Dark Magic: the Cruciatus Curse, the Imperius Curse, the Killing Curse, or the Stunning Spell?",Stunning Spell,"['which', 'following', 'be', 'type', 'dark', 'magic', 'cruciatus', 'curse', 'imperius', 'kill', 'stunning', 'spell']","['stun', 'spell']","['which', 'following', 'be', 'type', 'dark', 'magic', 'cruciatus', 'curse', 'imperius', 'kill', 'stunning', 'spell', 'stun']","['which', 'be']",which,24,2,MCQ,text
608,1134,"In which of these scenarios would you use the Impediment Jinx: to slow a rushing opponent, to block a spell, to create a magical barrier, or to make an object invisible?",To slow a rushing opponent.,"['which', 'scenario', 'would', 'use', 'impediment', 'jinx', 'slow', 'rushing', 'opponent', 'block', 'spell', 'create', 'magical', 'barrier', 'make', 'object', 'invisible']","['slow', 'rushing', 'opponent']","['which', 'scenario', 'would', 'use', 'impediment', 'jinx', 'slow', 'rushing', 'opponent', 'block', 'spell', 'create', 'magical', 'barrier', 'make', 'object', 'invisible']","['which', 'would']",which,31,5,MCQ,text
609,1135,"Which of these spells is not a cleaning spell: Scourgify, Tergeo, Confrigo, or Reparo?",Confrigo,"['which', 'spell', 'be', 'cleaning', 'scourgify', 'tergeo', 'confrigo', 'reparo']",['confrigo'],"['which', 'spell', 'be', 'cleaning', 'scourgify', 'tergeo', 'confrigo', 'reparo']","['which', 'be']",which,14,1,MCQ,text
610,1136,"Which of these spells is a severing charm: Diffindo, Incendio, Reducto, or Aguamenti?",Diffindo,"['which', 'spell', 'be', 'sever', 'charm', 'diffindo', 'incendio', 'reducto', 'aguamenti']",['diffindo'],"['which', 'spell', 'be', 'sever', 'charm', 'diffindo', 'incendio', 'reducto', 'aguamenti']","['which', 'be']",which,13,1,MCQ,text
611,1137,"Which of these spells keeps a charm stable: Fianto Duri, Protego, Episkey, or Rictusempra?",Fianto Duri,"['which', 'spell', 'keep', 'charm', 'stable', 'fianto', 'duri', 'protego', 'episkey', 'rictusempra']","['fianto', 'duri']","['which', 'spell', 'keep', 'charm', 'stable', 'fianto', 'duri', 'protego', 'episkey', 'rictusempra']",['which'],which,14,2,MCQ,text
