original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
1145,"In which of these scenarios would you use the Impediment Jinx: to slow a rushing opponent, to block a spell, to create a magical barrier, or to make an object invisible?",To slow a rushing opponent.,"['which', 'scenario', 'would', 'use', 'impediment', 'jinx', 'slow', 'rushing', 'opponent', 'block', 'spell', 'create', 'magical', 'barrier', 'make', 'object', 'invisible']","['slow', 'rushing', 'opponent']","['which', 'scenario', 'would', 'use', 'impediment', 'jinx', 'slow', 'rushing', 'opponent', 'block', 'spell', 'create', 'magical', 'barrier', 'make', 'object', 'invisible']","['which', 'would']",False,MCQ,False,31,5
1146,"Which of these spells is not a cleaning spell: Scourgify, Tergeo, Confrigo, or Reparo?",Confrigo,"['which', 'spell', 'be', 'clean', 'scourgify', 'tergeo', 'confrigo', 'reparo']",['confrigo'],"['which', 'spell', 'be', 'clean', 'scourgify', 'tergeo', 'confrigo', 'reparo']",['which'],False,MCQ,False,14,1
1147,"Which of these spells is a severing charm: Diffindo, Incendio, Reducto, or Aguamenti?",Diffindo,"['which', 'spell', 'be', 'sever', 'charm', 'diffindo', 'incendio', 'reducto', 'aguamenti']",['diffindo'],"['which', 'spell', 'be', 'sever', 'charm', 'diffindo', 'incendio', 'reducto', 'aguamenti']",['which'],False,MCQ,False,13,1
1148,"Which of these spells keeps a charm stable: Fianto Duri, Protego, Episkey, or Rictusempra?",Fianto Duri,"['which', 'spell', 'keep', 'charm', 'stable', 'fianto', 'duri', 'protego', 'episkey', 'rictusempra']","['fianto', 'duri']","['which', 'spell', 'keep', 'charm', 'stable', 'fianto', 'duri', 'protego', 'episkey', 'rictusempra']",['which'],False,MCQ,False,14,2
1149,"According to Madam Hooch, which of the following increases your chances of falling to your death: A long, flowing cloak, Flying in heavy rain, Long hair, or An untrimmed broom tail?",Long hair,"['accord', 'madam', 'hooch', 'which', 'follow', 'increase', 'chance', 'fall', 'death', 'long', 'flow', 'cloak', 'fly', 'heavy', 'rain', 'hair', 'untrimmed', 'broom', 'tail']","['long', 'hair']","['accord', 'madam', 'hooch', 'which', 'follow', 'increase', 'chance', 'fall', 'death', 'long', 'flow', 'cloak', 'fly', 'heavy', 'rain', 'hair', 'untrimmed', 'broom', 'tail']",['which'],False,MCQ,False,31,2
1150,"Which of these spells can summon an object: Accio, Alohomora, Engorgio, or Mobilicorpus?",Accio,"['which', 'spell', 'can', 'summon', 'object', 'accio', 'alohomora', 'engorgio', 'mobilicorpus']",['accio'],"['which', 'spell', 'can', 'summon', 'object', 'accio', 'alohomora', 'engorgio', 'mobilicorpus']","['which', 'can']",False,MCQ,False,13,1
1151,"Which one of the following is not a founder of Hogwarts: Godric Gryffindor, Salazar Slytherin, Helena Ravenclaw, or Helga Hufflepuff?",Helena Ravenclaw,"['which', 'one', 'following', 'be', 'founder', 'hogwarts', 'godric', 'gryffindor', 'salazar', 'slytherin', 'helena', 'ravenclaw', 'helga', 'hufflepuff']","['helena', 'ravenclaw']","['which', 'one', 'following', 'be', 'founder', 'hogwarts', 'godric', 'gryffindor', 'salazar', 'slytherin', 'helena', 'ravenclaw', 'helga', 'hufflepuff']",['which'],False,MCQ,False,20,2
1152,"Which of these books covers ancient runes: Spellman’s Syllabery, Divination Today, A Brief History of Muggles, or Hogwarts: A History?",Spellman's Syllabery,"['which', 'book', 'cover', 'ancient', 'rune', 'spellmans', 'syllabery', 'divination', 'today', 'brief', 'history', 'muggles', 'hogwarts']","['spellmans', 'syllabery']","['which', 'book', 'cover', 'ancient', 'rune', 'spellmans', 'syllabery', 'divination', 'today', 'brief', 'history', 'muggles', 'hogwarts']",['which'],False,MCQ,False,21,3
1153,"An intended transformation is directly influenced by which of the following: Emotion, Time of Day, Concentration, or Wand Length?",Concentration,"['intend', 'transformation', 'be', 'directly', 'influence', 'which', 'follow', 'emotion', 'time', 'day', 'concentration', 'wand', 'length']",['concentration'],"['intend', 'transformation', 'be', 'directly', 'influence', 'which', 'follow', 'emotion', 'time', 'day', 'concentration', 'wand', 'length']",['which'],False,MCQ,False,19,1
1154,"Which of these tasks can NOT be aided by a Vanishing Spell: Cleaning a room, Hiding evidence, Dancing, or Emptying a cauldron?",Dancing,"['which', 'task', 'can', 'aid', 'vanish', 'spell', 'cleaning', 'room', 'hide', 'evidence', 'dance', 'empty', 'cauldron']",['dance'],"['which', 'task', 'can', 'aid', 'vanish', 'spell', 'cleaning', 'room', 'hide', 'evidence', 'dance', 'empty', 'cauldron']","['which', 'can']",False,MCQ,False,22,1
1155,"Which of the following books was NOT written by Rita Skeeter: The Life and Lies of Albus Dumbledore, Armando Dippet: Master or Moron?, Easy Spells to Fool Muggles, or Snape: Scoundrel or Saint?",Easy Spells to fool Muggles,"['which', 'follow', 'book', 'be', 'write', 'rita', 'skeeter', 'life', 'lie', 'albus', 'dumbledore', 'armando', 'dippet', 'master', 'moron', 'easy', 'spell', 'fool', 'muggles', 'snape', 'scoundrel', 'saint']","['easy', 'spell', 'fool', 'muggles']","['which', 'follow', 'book', 'be', 'write', 'rita', 'skeeter', 'life', 'lie', 'albus', 'dumbledore', 'armando', 'dippet', 'master', 'moron', 'easy', 'spell', 'fool', 'muggles', 'snape', 'scoundrel', 'saint']",['which'],False,MCQ,False,33,5
1156,"What is the primary effect of Wiggenweld Potion: Inducing euphoria, Inducing luck, Healing injuries, or Shrinking a target",Healing injuries,"['what', 'be', 'primary', 'effect', 'wiggenweld', 'potion', 'induce', 'euphoria', 'luck', 'heal', 'injury', 'shrink', 'target']","['heal', 'injury']","['what', 'be', 'primary', 'effect', 'wiggenweld', 'potion', 'induce', 'euphoria', 'luck', 'heal', 'injury', 'shrink', 'target']",['what'],False,MCQ,False,18,2
1157,"Which of these is an ingredient in Polyjuice Potion: Powdered Bicorn Horn, Mandrake Root, Moonstone, or Phoenix Feather?",Powdered Bicorn Horn,"['which', 'be', 'ingredient', 'polyjuice', 'potion', 'powder', 'bicorn', 'horn', 'mandrake', 'root', 'moonstone', 'phoenix', 'feather']","['powder', 'bicorn', 'horn']","['which', 'be', 'ingredient', 'polyjuice', 'potion', 'powder', 'bicorn', 'horn', 'mandrake', 'root', 'moonstone', 'phoenix', 'feather']",['which'],False,MCQ,False,18,3
1158,"Which of these is a Wiggenweld potion ingredient from the sea: Gillyweed, Kelp, Lionfish Spine, or Mandrake Root?",Lionfish Spine,"['which', 'be', 'wiggenweld', 'potion', 'ingredient', 'sea', 'gillyweed', 'kelp', 'lionfish', 'spine', 'mandrake', 'root']","['lionfish', 'spine']","['which', 'be', 'wiggenweld', 'potion', 'ingredient', 'sea', 'gillyweed', 'kelp', 'lionfish', 'spine', 'mandrake', 'root']",['which'],False,MCQ,False,18,2
1159,"Which of the following transformations would be considered the easiest due to the similarity in form between the two objects: Human to Ferret, Teapot to Tortoise, Desk to Pig, or Porcupine to Pincushion?",Porcupine to Pincushion,"['which', 'follow', 'transformation', 'would', 'consider', 'easy', 'due', 'similarity', 'form', 'two', 'object', 'human', 'ferret', 'teapot', 'tortoise', 'desk', 'pig', 'porcupine', 'pincushion']","['porcupine', 'pincushion']","['which', 'follow', 'transformation', 'would', 'consider', 'easy', 'due', 'similarity', 'form', 'two', 'object', 'human', 'ferret', 'teapot', 'tortoise', 'desk', 'pig', 'porcupine', 'pincushion']","['which', 'would']",False,MCQ,False,33,3
1160,"In which of these scenarios would you use the spell Cistem Aperio: Mending a Broken Object, Summoning an Object, Blasting Open a Locked Trunk, or Unlocking a Door?",Blasting Open a Locked Trunk,"['which', 'scenario', 'would', 'use', 'spell', 'cistem', 'aperio', 'mend', 'broken', 'object', 'summon', 'blast', 'open', 'lock', 'trunk', 'unlock', 'door']","['blast', 'open', 'lock', 'trunk']","['which', 'scenario', 'would', 'use', 'spell', 'cistem', 'aperio', 'mend', 'broken', 'object', 'summon', 'blast', 'open', 'lock', 'trunk', 'unlock', 'door']","['which', 'would']",False,MCQ,False,28,5
1161,"Which of the following reptile's blood is used for Wiggenweld Potion: Powdered Dragon Horn, Basilisk Venom, Salamander, or Newt Spleen?",Salamander,"['which', 'follow', 'reptile', 'blood', 'be', 'use', 'wiggenweld', 'potion', 'powder', 'dragon', 'horn', 'basilisk', 'venom', 'salamander', 'newt', 'spleen']",['salamander'],"['which', 'follow', 'reptile', 'blood', 'be', 'use', 'wiggenweld', 'potion', 'powder', 'dragon', 'horn', 'basilisk', 'venom', 'salamander', 'newt', 'spleen']",['which'],False,MCQ,False,21,1
1162,"Which of the following is NOT another name for Belladonna: Death’s Herb, Devil’s Berries, Flitterbloom, Atropa Belladonna?",Flitterbloom,"['which', 'follow', 'be', 'another', 'name', 'belladonna', 'death', 'herb', 'devils', 'berry', 'flitterbloom', 'atropa']",['flitterbloom'],"['which', 'follow', 'be', 'another', 'name', 'belladonna', 'death', 'herb', 'devils', 'berry', 'flitterbloom', 'atropa']","['name', 'which']",False,MCQ,False,19,1
1163,"Which of these is not a species of dragon: Hungarian Horntail, Chinese Fireball, Finnish Flamethrower, or Swedish Short-Snout?",Finnish Flamethrower,"['which', 'be', 'specie', 'dragon', 'hungarian', 'horntail', 'chinese', 'fireball', 'finnish', 'flamethrower', 'swedish', 'shortsnout']","['finnish', 'flamethrower']","['which', 'be', 'specie', 'dragon', 'hungarian', 'horntail', 'chinese', 'fireball', 'finnish', 'flamethrower', 'swedish', 'shortsnout']",['which'],False,MCQ,False,19,2
1164,"Which of the following creatures eat fairy eggs: Bowtruckles, Nifflers, Cornish Pixies, or Grindylows?",Bowtruckles,"['which', 'follow', 'creature', 'eat', 'fairy', 'egg', 'bowtruckles', 'nifflers', 'cornish', 'pixy', 'grindylows']",['bowtruckles'],"['which', 'follow', 'creature', 'eat', 'fairy', 'egg', 'bowtruckles', 'nifflers', 'cornish', 'pixy', 'grindylows']",['which'],False,MCQ,False,14,1
1165,"Which of the following Charms did students learn in their first year at Hogwarts: Levitation Charm (Wingardium Leviosa), Knockback Jinx (Flipendo), Disarming Charm (Expelliarmus), or Stunning Spell (Stupefy)",Levitation Charm (Wingardium Leviosa),"['which', 'follow', 'charm', 'do', 'student', 'learn', 'first', 'year', 'hogwarts', 'levitation', 'wingardium', 'leviosa', 'knockback', 'jinx', 'flipendo', 'disarm', 'expelliarmus', 'stun', 'spell', 'stupefy']","['levitation', 'charm', 'wingardium', 'leviosa']","['which', 'follow', 'charm', 'do', 'student', 'learn', 'first', 'year', 'hogwarts', 'levitation', 'wingardium', 'leviosa', 'knockback', 'jinx', 'flipendo', 'disarm', 'expelliarmus', 'stun', 'spell', 'stupefy']","['which', 'do']",False,MCQ,False,28,4
1166,"Which of these factors does NOT affect Transfiguration: Concentration, Wand Power, Hue, or Viciousness of Intent?",Hue,"['which', 'factor', 'do', 'affect', 'transfiguration', 'concentration', 'wand', 'power', 'hue', 'viciousness', 'intent']",['hue'],"['which', 'factor', 'do', 'affect', 'transfiguration', 'concentration', 'wand', 'power', 'hue', 'viciousness', 'intent']","['which', 'do']",False,MCQ,False,16,1
1167,"Which of these beings does not live on the Hogwarts grounds: House-elves, Ghosts, Goblins, or Centaurs?",Goblins,"['which', 'beings', 'do', 'live', 'hogwarts', 'ground', 'houseelves', 'ghost', 'goblin', 'centaur']",['goblin'],"['which', 'beings', 'do', 'live', 'hogwarts', 'ground', 'houseelves', 'ghost', 'goblin', 'centaur']","['which', 'do']",False,MCQ,False,17,1
1168,"Which of the following is NOT an ingredient in the Antidote to Common Poisons: Red Myrrh, Valerian Root, Sopophorous Bean, or Knotgrass?",Red Myrrh,"['which', 'follow', 'be', 'ingredient', 'antidote', 'common', 'poison', 'red', 'myrrh', 'valerian', 'root', 'sopophorous', 'bean', 'knotgrass']","['red', 'myrrh']","['which', 'follow', 'be', 'ingredient', 'antidote', 'common', 'poison', 'red', 'myrrh', 'valerian', 'root', 'sopophorous', 'bean', 'knotgrass']",['which'],False,MCQ,False,22,2
1169,"Which of these plants has healing properties?Which of these plants has healing properties: Dittany, Mandrake, Devil's Snare, or Wolfsbane?",Dittany,"['which', 'plant', 'have', 'heal', 'propertieswhich', 'property', 'dittany', 'mandrake', 'devil', 'snare', 'wolfsbane']",['dittany'],"['which', 'plant', 'have', 'heal', 'propertieswhich', 'property', 'dittany', 'mandrake', 'devil', 'snare', 'wolfsbane']","['which', 'have']",False,MCQ,False,21,1
1170,"Which of these plants doesn't bite: Fanged Geranium, Venomous Tentacula, Whomping Willow, or Mandrake?",Whomping Willow,"['which', 'plant', 'doesnt', 'bite', 'fanged', 'geranium', 'venomous', 'tentacula', 'whomp', 'willow', 'mandrake']","['whomp', 'willow']","['which', 'plant', 'doesnt', 'bite', 'fanged', 'geranium', 'venomous', 'tentacula', 'whomp', 'willow', 'mandrake']",['which'],False,MCQ,False,15,2
1171,"Which of these plants is classified by the Ministry of Magic as a Class C Non-Tradeable Substance: Mandrake, Devil's Snare, Venomous Tentacula, or Alihotsy?",Venomous Tentacula,"['which', 'plant', 'be', 'classified', 'ministry', 'magic', 'class', 'nontradeable', 'substance', 'mandrake', 'devil', 'snare', 'venomous', 'tentacula', 'alihotsy']","['venomous', 'tentacula']","['which', 'plant', 'be', 'classified', 'ministry', 'magic', 'class', 'nontradeable', 'substance', 'mandrake', 'devil', 'snare', 'venomous', 'tentacula', 'alihotsy']",['which'],False,MCQ,False,26,2
1172,"An Infusion of Wormwood is NOT an ingredient in which of these potions: Draught of Living Death, Elixir to Induce Euphoria, Beautification Potion, or Draught of Peace?",Beautification Potion,"['infusion', 'wormwood', 'be', 'ingredient', 'which', 'potion', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'beautification', 'peace']","['beautification', 'potion']","['infusion', 'wormwood', 'be', 'ingredient', 'which', 'potion', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'beautification', 'peace']",['which'],False,MCQ,False,27,2
1173,"Which of these spells does NOT make something smaller: Reducto, Engorgio, Reducio, or Shrinking Charm?",Engorgio,"['which', 'spell', 'do', 'make', 'something', 'small', 'reducto', 'engorgio', 'reducio', 'shrink', 'charm']",['engorgio'],"['which', 'spell', 'do', 'make', 'something', 'small', 'reducto', 'engorgio', 'reducio', 'shrink', 'charm']","['which', 'do']",False,MCQ,False,15,1
1174,"Which of these is not a type of concealment charm: Disillusionment Charm, Fidelius Charm, Confundus Charm, or Muffliato Charm?",Confundus Charm,"['which', 'be', 'type', 'concealment', 'charm', 'disillusionment', 'fidelius', 'confundus', 'muffliato']","['confundus', 'charm']","['which', 'be', 'type', 'concealment', 'charm', 'disillusionment', 'fidelius', 'confundus', 'muffliato']",['which'],False,MCQ,False,19,2
1175,"Regerminating Potions work wonders on which of the following: Dead plants, Cracked cauldrons, Magical wounds, or Burnt-out wands?",Dead plants.,"['regerminating', 'potion', 'work', 'wonder', 'which', 'follow', 'dead', 'plant', 'crack', 'cauldron', 'magical', 'wound', 'burntout', 'wand']","['dead', 'plant']","['regerminating', 'potion', 'work', 'wonder', 'which', 'follow', 'dead', 'plant', 'crack', 'cauldron', 'magical', 'wound', 'burntout', 'wand']",['which'],False,MCQ,False,19,2
1176,"In which of these scenarios would you use the Muffliato Charm: Whispering in the library without being overheard, Disarming an opponent mid-duel, Crossing a magically sealed threshold, or Reading hidden text in an enchanted book?",Whispering in the library without being overheard,"['which', 'scenario', 'would', 'use', 'muffliato', 'charm', 'whisper', 'library', 'without', 'overheard', 'disarm', 'opponent', 'midduel', 'cross', 'magically', 'seal', 'threshold', 'reading', 'hidden', 'text', 'enchant', 'book']","['whisper', 'library', 'without', 'overheard']","['which', 'scenario', 'would', 'use', 'muffliato', 'charm', 'whisper', 'library', 'without', 'overheard', 'disarm', 'opponent', 'midduel', 'cross', 'magically', 'seal', 'threshold', 'reading', 'hidden', 'text', 'enchant', 'book']","['which', 'would']",False,MCQ,False,36,7
1177,"According to Quidditch Through the Ages, how many possible fouls are there in the game of Quidditch: 150, 325, 700, or 950?",700,"['accord', 'quidditch', 'age', 'how', 'many', 'possible', 'foul', 'be', 'game']",[],"['accord', 'quidditch', 'age', 'how', 'many', 'possible', 'foul', 'be', 'game']",['how'],False,MCQ,True,22,1
1178,"In Harry Potter and the Philosopher's Stone, how many challenges or obstacles protected the Philosopher's Stone: 3, 5, 7, or 10?",7,"['harry', 'potter', 'philosopher', 'stone', 'how', 'many', 'challenge', 'obstacle', 'protect']",[],"['harry', 'potter', 'philosopher', 'stone', 'how', 'many', 'challenge', 'obstacle', 'protect']",['how'],False,MCQ,True,23,1
1179,"In wizarding currency, how many Knuts are there in one Sickle: 17, 25, 29, or 31?",29,"['wizarding', 'currency', 'how', 'many', 'knut', 'be', 'one', 'sickle']",[],"['wizarding', 'currency', 'how', 'many', 'knut', 'be', 'one', 'sickle']",['how'],False,MCQ,True,16,1
1180,"Albus Dumbledore is famous for discovering how many uses of dragon's blood: 7, 10, 12, or 15?",12,"['albus', 'dumbledore', 'be', 'famous', 'discover', 'how', 'many', 'us', 'dragon', 'blood']",[],"['albus', 'dumbledore', 'be', 'famous', 'discover', 'how', 'many', 'us', 'dragon', 'blood']",['how'],False,MCQ,True,18,1
1181,"What was the number of the high-security Gringotts vault where the Philosopher's Stone was kept: 687, 711, 713, or 717?",713,"['what', 'be', 'number', 'highsecurity', 'gringotts', 'vault', 'where', 'philosopher', 'stone', 'keep']",[],"['what', 'be', 'number', 'highsecurity', 'gringotts', 'vault', 'where', 'philosopher', 'stone', 'keep']","['what', 'where']",False,MCQ,True,22,1
1182,"How many O.W.L. (Ordinary Wizarding Level) exams did Harry Potter pass: 5, 7, 9, or 10?",7,"['how', 'many', 'owl', 'ordinary', 'wizarding', 'level', 'exam', 'do', 'harry', 'potter', 'pas']",[],"['how', 'many', 'owl', 'ordinary', 'wizarding', 'level', 'exam', 'do', 'harry', 'potter', 'pas']","['how', 'do']",False,MCQ,True,18,1
1183,What magical creature guards wand wood trees?,Bowtruckles,"['what', 'magical', 'creature', 'guard', 'wand', 'wood', 'tree']",['bowtruckles'],"['what', 'magical', 'creature', 'guard', 'wand', 'wood', 'tree', 'bowtruckles']",['what'],True,FR,False,7,1
1184,What type of cursed creature dragged Regulus Black to his death in the horcrux cave?,Inferi,"['what', 'type', 'curse', 'creature', 'drag', 'regulus', 'black', 'death', 'horcrux', 'cave']",['inferi'],"['what', 'type', 'curse', 'creature', 'drag', 'regulus', 'black', 'death', 'horcrux', 'cave', 'inferi']",['what'],False,FR,False,15,1
1185,At what age can you earn your Apparition license?,17,"['what', 'age', 'can', 'earn', 'apparition', 'license']",[],"['what', 'age', 'can', 'earn', 'apparition', 'license']","['what', 'can']",False,FR,True,9,1
1186,What is Professor Snape’s Patronus?,A doe,"['what', 'be', 'professor', 'snapes', 'patronus']",['doe'],"['what', 'be', 'professor', 'snapes', 'patronus', 'doe']",['what'],False,FR,False,6,2
1187,Who is the Charms professor at Hogwarts throughout the entire Harry Potter series?,Filius Flitwick,"['who', 'be', 'charm', 'professor', 'hogwarts', 'throughout', 'entire', 'harry', 'potter', 'series']","['filius', 'flitwick']","['who', 'be', 'charm', 'professor', 'hogwarts', 'throughout', 'entire', 'harry', 'potter', 'series', 'filius', 'flitwick']",['who'],False,FR,False,13,2
1188,"According to Hermione Granger, where should the emphasis be placed when pronouncing the Levitation Charm, Wingardium Leviosa: On the 'gar' in Wingardium, On the 'o' in Leviosa, On the 'sa' in Leviosa, or On both words equally?
",On the 'o' in Leviosa,"['accord', 'hermione', 'granger', 'where', 'should', 'emphasis', 'place', 'when', 'pronounce', 'levitation', 'charm', 'wingardium', 'leviosa', 'gar', 'sa', 'word', 'equally']",['leviosa'],"['accord', 'hermione', 'granger', 'where', 'should', 'emphasis', 'place', 'when', 'pronounce', 'levitation', 'charm', 'wingardium', 'leviosa', 'gar', 'sa', 'word', 'equally']","['where', 'when', 'should']",False,FR,False,37,5
1189,In which country does Charlie Weasley work at a famous dragon reserve?,Romania,"['which', 'country', 'do', 'charlie', 'weasley', 'work', 'famous', 'dragon', 'reserve']",['romania'],"['which', 'country', 'do', 'charlie', 'weasley', 'work', 'famous', 'dragon', 'reserve', 'romania']","['which', 'do']",False,FR,False,12,1
1190,"At the start of Harry Potter and the Goblet of Fire, which team was in last place in the British and Irish Quidditch League?",Chudley Cannons,"['start', 'harry', 'potter', 'goblet', 'fire', 'which', 'team', 'be', 'last', 'place', 'british', 'irish', 'quidditch', 'league']","['chudley', 'cannon']","['start', 'harry', 'potter', 'goblet', 'fire', 'which', 'team', 'be', 'last', 'place', 'british', 'irish', 'quidditch', 'league', 'chudley', 'cannon']",['which'],False,FR,False,24,2
1191,"At the beginning of Harry Potter and the Prisoner of Azkaban, where is Hedwig waiting for Harry after he flees the Dursleys' house?",In his room at the Leaky Cauldron,"['begin', 'harry', 'potter', 'prisoner', 'azkaban', 'where', 'be', 'hedwig', 'wait', 'flees', 'dursleys', 'house']","['room', 'leaky', 'cauldron']","['begin', 'harry', 'potter', 'prisoner', 'azkaban', 'where', 'be', 'hedwig', 'wait', 'flees', 'dursleys', 'house', 'room', 'leaky', 'cauldron']",['where'],False,EX,False,23,7
1192,"In Harry Potter and the Prisoner of Azkaban, how many subjects did Hermione Granger take in her third year?",12,"['harry', 'potter', 'prisoner', 'azkaban', 'how', 'many', 'subject', 'do', 'hermione', 'granger', 'take', 'third', 'year']",[],"['harry', 'potter', 'prisoner', 'azkaban', 'how', 'many', 'subject', 'do', 'hermione', 'granger', 'take', 'third', 'year']","['how', 'do']",False,FR,True,19,1
1193,What is Voldemort's mother’s full name?,Merope Gaunt,"['what', 'be', 'voldemorts', 'mother', 'full', 'name']","['merope', 'gaunt']","['what', 'be', 'voldemorts', 'mother', 'full', 'name', 'merope', 'gaunt']","['what', 'name']",False,FR,False,8,2
1194,"What is NOT an alternate name for Wolfsbane: Monkshood, Aconite, Belladonna, or Foxglove?",Belladonna,"['what', 'be', 'alternate', 'name', 'wolfsbane', 'monkshood', 'aconite', 'belladonna', 'foxglove']",['belladonna'],"['what', 'be', 'alternate', 'name', 'wolfsbane', 'monkshood', 'aconite', 'belladonna', 'foxglove']","['what', 'name']",False,MCQ,False,13,1
1195,"At the start of Harry Potter and the Goblet of Fire, which team was in last place in the British and Irish Quidditch League?",Chudley Cannons,"['start', 'harry', 'potter', 'goblet', 'fire', 'which', 'team', 'be', 'last', 'place', 'british', 'irish', 'quidditch', 'league']","['chudley', 'cannon']","['start', 'harry', 'potter', 'goblet', 'fire', 'which', 'team', 'be', 'last', 'place', 'british', 'irish', 'quidditch', 'league', 'chudley', 'cannon']",['which'],True,FR,False,24,2
1196,"In Harry Potter and the Philosopher’s Stone, who was the Rook in the Chessboard Chamber?",Hermione Granger,"['harry', 'potter', 'philosopher', 'stone', 'who', 'be', 'rook', 'chessboard', 'chamber']","['hermione', 'granger']","['harry', 'potter', 'philosopher', 'stone', 'who', 'be', 'rook', 'chessboard', 'chamber', 'hermione', 'granger']",['who'],False,FR,False,16,2
1197,"In the first Fantastic Beast movie, which creatures feed on the human brain and helped Newt Scamander escape?",Swooping Evil,"['first', 'fantastic', 'beast', 'movie', 'which', 'creatures', 'fee', 'human', 'brain', 'help', 'newt', 'scamander', 'escape']","['swoop', 'evil']","['first', 'fantastic', 'beast', 'movie', 'which', 'creatures', 'fee', 'human', 'brain', 'help', 'newt', 'scamander', 'escape', 'swoop', 'evil']",['which'],False,FR,False,18,2
1198,"In Harry Potter and the Half-Blood Prince, what does Hermione smell in the amortenia (or love) potion?","Grass, parchment, spearmint, and something else, something she knew she'd smelled before but couldn't place. ","['harry', 'potter', 'halfblood', 'prince', 'what', 'do', 'hermione', 'smell', 'amortenia', 'love', 'potion']","['grass', 'parchment', 'spearmint', 'something', 'else', 'know', 'shed', 'smell', 'couldnt', 'place']","['harry', 'potter', 'halfblood', 'prince', 'what', 'do', 'hermione', 'smell', 'amortenia', 'love', 'potion', 'grass', 'parchment', 'spearmint', 'something', 'else', 'know', 'shed', 'couldnt', 'place']","['what', 'do']",False,EX,False,18,17
1199,Who is the potions professor?,Professor Severus Snape,"['who', 'be', 'potion', 'professor']","['professor', 'severus', 'snape']","['who', 'be', 'potion', 'professor', 'severus', 'snape']",['who'],True,FR,False,5,3
1200,"Who was the Care of Magical Creatures professor immediately before Rubeus Hagrid?""",Silvanus Kettleburn,"['who', 'be', 'care', 'magical', 'creature', 'professor', 'immediately', 'rubeus', 'hagrid']","['silvanus', 'kettleburn']","['who', 'be', 'care', 'magical', 'creature', 'professor', 'immediately', 'rubeus', 'hagrid', 'silvanus', 'kettleburn']",['who'],False,FR,False,12,2
1201,"The love potion Amortentia has a unique scent for every person. Which of the following did Harry Potter smell when he encountered it: Freshly mown grass, New parchment, Treacle tart, or The Gryffindor common room fire?",Treacle tart,"['love', 'potion', 'amortentia', 'have', 'unique', 'scent', 'every', 'person', 'which', 'follow', 'do', 'harry', 'potter', 'smell', 'when', 'encounter', 'freshly', 'mown', 'grass', 'new', 'parchment', 'treacle', 'tart', 'gryffindor', 'common', 'room', 'fire']","['treacle', 'tart']","['love', 'potion', 'amortentia', 'have', 'unique', 'scent', 'every', 'person', 'which', 'follow', 'do', 'harry', 'potter', 'smell', 'when', 'encounter', 'freshly', 'mown', 'grass', 'new', 'parchment', 'treacle', 'tart', 'gryffindor', 'common', 'room', 'fire']","['when', 'which', 'do', 'have']",False,MCQ,False,36,2
1202,Whose Patronus arrived at Bill and Fleur's wedding to warn the guests that the Ministry of Magic had fallen?,Kingsley Shacklebolt,"['whose', 'patronus', 'arrive', 'bill', 'fleurs', 'wed', 'warn', 'guest', 'ministry', 'magic', 'fallen']","['kingsley', 'shacklebolt']","['whose', 'patronus', 'arrive', 'bill', 'fleurs', 'wed', 'warn', 'guest', 'ministry', 'magic', 'fallen', 'kingsley', 'shacklebolt']",['whose'],False,FR,False,20,2
1203,"What powerful dark curse can be resisted by concentrating and, according to lore, by consuming Moly?",The Imperius Curse,"['what', 'powerful', 'dark', 'curse', 'can', 'resist', 'concentrate', 'accord', 'lore', 'consuming', 'moly']","['imperius', 'curse']","['what', 'powerful', 'dark', 'curse', 'can', 'resist', 'concentrate', 'accord', 'lore', 'consuming', 'moly', 'imperius']","['what', 'can']",False,FR,False,16,3
1204,Which puzzle guarding the Philosopher’s Stone does Hermione Granger solve?,Professor Snape’s logic puzzle with potion bottles,"['which', 'puzzle', 'guard', 'philosopher', 'stone', 'do', 'hermione', 'granger', 'solve']","['professor', 'snapes', 'logic', 'puzzle', 'potion', 'bottle']","['which', 'puzzle', 'guard', 'philosopher', 'stone', 'do', 'hermione', 'granger', 'solve', 'professor', 'snapes', 'logic', 'potion', 'bottle']","['which', 'do']",False,EX,False,11,8
1205,Harry and Ginny have three children. What are their names?,"James, Albus, and Lily.","['harry', 'ginny', 'have', 'three', 'child', 'what', 'be', 'name']","['james', 'albus', 'lily']","['harry', 'ginny', 'have', 'three', 'child', 'what', 'be', 'name', 'james', 'albus', 'lily']","['what', 'name', 'have']",True,FR,False,10,4
1206,"Who betrays Lily and James Potter: Moony, Professor Snape, Padfoot, or Wormtail?",Wormtail,"['who', 'betray', 'lily', 'james', 'potter', 'moony', 'professor', 'snape', 'padfoot', 'wormtail']",['wormtail'],"['who', 'betray', 'lily', 'james', 'potter', 'moony', 'professor', 'snape', 'padfoot', 'wormtail']",['who'],False,MCQ,False,12,1
1207,"In Harry Potter and the Chamber of Secrets, where did Harry begin hearing the voice that no one else could hear?",In Professor Lockhart’s office,"['harry', 'potter', 'chamber', 'secret', 'where', 'do', 'begin', 'hear', 'voice', 'one', 'else', 'could']","['professor', 'lockharts', 'office']","['harry', 'potter', 'chamber', 'secret', 'where', 'do', 'begin', 'hear', 'voice', 'one', 'else', 'could', 'professor', 'lockharts', 'office']","['where', 'do', 'could']",False,FR,False,21,5
