full_run_id,candidate_num,source_file,question_index_in_file,question_text,answer_text,difficulty,raw_question_data,source_chapters,source_quote
ex_temperature__09_v1.4,1,ex_temperature__09_v1.4_candidate_1.json,3,"Why had Peter Pettigrew, disguised as Scabbers, never attempted to harm Harry during his years at Hogwarts?",Pettigrew was too cowardly to act while Voldemort was still a powerless wreck. He wouldn't risk committing murder under Dumbledore's nose without being certain that his old master had regained his strength and was once again the most powerful wizard.,Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why had Peter Pettigrew, disguised as Scabbers, never attempted to harm Harry during his years at Hogwarts?"", ""answer"": ""Pettigrew was too cowardly to act while Voldemort was still a powerless wreck. He wouldn't risk committing murder under Dumbledore's nose without being certain that his old master had regained his strength and was once again the most powerful wizard."", ""answer_variations"": [""Sirius explained that Pettigrew was motivated by self-preservation and wouldn't act for a weakened master, preferring to wait until Voldemort was powerful enough to ensure his own safety and reward."", ""His inaction was due to cowardice; he was waiting to see if Voldemort would return to full power before daring to make a move against Harry, especially while at Hogwarts."", ""Pettigrew only sided with the powerful, so he stayed hidden because Voldemort was weak. He wouldn't risk Dumbledore's wrath until he was sure Voldemort was strong enough to protect him."", ""He was biding his time, keeping an ear out for news of Voldemort's return. He was too afraid to murder Harry for a half-dead master and wanted to be certain of Voldemort's power before rejoining him.""], ""source_reference"": ""THE SERVANT OF LORD VOLDEMORT"", ""source_quote"": ""Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?""}",THE SERVANT OF LORD VOLDEMORT,"Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?"
ex_temperature__09_v1.4,1,ex_temperature__09_v1.4_candidate_1.json,4,Why were Muggle police unable to determine how the Riddle family had died?,"The official medical report concluded that none of the Riddles had been poisoned, stabbed, shot, or harmed in any detectable way. They all appeared to be in perfect health, apart from the fact that they were dead, which left the authorities completely baffled.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Easy"", ""question"": ""Why were Muggle police unable to determine how the Riddle family had died?"", ""answer"": ""The official medical report concluded that none of the Riddles had been poisoned, stabbed, shot, or harmed in any detectable way. They all appeared to be in perfect health, apart from the fact that they were dead, which left the authorities completely baffled."", ""answer_variations"": [""Doctors who examined the bodies could find no physical cause of death, as the Riddles showed no signs of injury or poisoning, leaving the police without answers."", ""The police were stumped because the medical report stated the Riddles were perfectly healthy and uninjured, yet all three were dead."", ""Despite thorough examinations, doctors found no evidence of foul play such as poisoning or violence, concluding the Riddles were in perfect health aside from being deceased."", ""The cause of death remained a mystery to the police because the medical examiners found the Riddles had not been harmed in any physical manner and were otherwise healthy.""], ""source_reference"": ""THE RIDDLE HOUSE"", ""source_quote"": ""A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health -- apart from the fact that they were all dead.""}",THE RIDDLE HOUSE,"A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health -- apart from the fact that they were all dead."
ex_temperature__09_v1.4,1,ex_temperature__09_v1.4_candidate_1.json,5,Why did Lord Voldemort decide he had to wait until after the Quidditch World Cup to enact his plan?,"He explained that wizards were flooding into the country for the event, which meant the Ministry of Magic would be on high alert. The increased security, surveillance, and identity checks made it too foolish and risky to act.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""Why did Lord Voldemort decide he had to wait until after the Quidditch World Cup to enact his plan?"", ""answer"": ""He explained that wizards were flooding into the country for the event, which meant the Ministry of Magic would be on high alert. The increased security, surveillance, and identity checks made it too foolish and risky to act."", ""answer_variations"": [""Voldemort chose to wait because the massive influx of wizards for the World Cup put the Ministry of Magic on high duty, making any unusual activity likely to be noticed."", ""He delayed his plan due to the Quidditch World Cup, as the event brought wizards from all over the world and caused the Ministry to be obsessed with security."", ""The timing was poor because of the World Cup; Voldemort knew the Ministry would be checking identities and watching for trouble, making it a bad time to proceed."", ""He told Wormtail they had to wait because the Ministry of Magic would have every available agent on duty during the World Cup, making it too dangerous to execute their plan.""], ""source_reference"": ""THE RIDDLE HOUSE"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}",THE RIDDLE HOUSE,"Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__05_v1.2,2,ex_temperature__05_v1.2_candidate_2.json,0,"How did Sirius Black, while imprisoned in Azkaban, discover that Peter Pettigrew was still alive?","During an inspection, Minister for Magic Cornelius Fudge gave Sirius his copy of the Daily Prophet. Sirius saw a front-page photograph of the Weasley family in Egypt, which included Peter in his rat form (Scabbers) on Ron's shoulder.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Sirius Black, while imprisoned in Azkaban, discover that Peter Pettigrew was still alive?"", ""answer"": ""During an inspection, Minister for Magic Cornelius Fudge gave Sirius his copy of the Daily Prophet. Sirius saw a front-page photograph of the Weasley family in Egypt, which included Peter in his rat form (Scabbers) on Ron's shoulder."", ""answer_variations"": [""He saw a picture of the Weasley family in a copy of the Daily Prophet provided by Cornelius Fudge, and recognized Peter Pettigrew in his rat form on Ron Weasley's shoulder."", ""Cornelius Fudge left his newspaper with Sirius during a visit to Azkaban, and a photo on the front page showed Peter as a rat with the Weasley family."", ""Sirius recognized Peter in his Animagus form in a newspaper photograph of the Weasley family that he obtained from Minister Fudge."", ""He spotted Peter disguised as the rat Scabbers in a Daily Prophet photograph of the Weasleys, a paper given to him by Fudge.""], ""source_reference"": ""Prisoner of Azkaban, The Servant of Lord Voldemort"", ""source_quote"": ""Fudge,\"" said Black. \""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform? And the caption said the boy would be going back to Hogwarts... to where Harry was...""}","Prisoner of Azkaban, The Servant of Lord Voldemort","Fudge,"" said Black. ""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform? And the caption said the boy would be going back to Hogwarts... to where Harry was..."
ex_temperature__05_v1.2,2,ex_temperature__05_v1.2_candidate_2.json,1,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?,"He maintained his sanity by focusing on his innocence, which allowed him to retain his Animagus powers. He would transform into a dog in his cell, and the Dementors were confused by his less complex animal emotions. Being very thin, he eventually slipped past them as a dog when his cell door was opened for food.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?"", ""answer"": ""He maintained his sanity by focusing on his innocence, which allowed him to retain his Animagus powers. He would transform into a dog in his cell, and the Dementors were confused by his less complex animal emotions. Being very thin, he eventually slipped past them as a dog when his cell door was opened for food."", ""answer_variations"": [""By transforming into a dog, his emotions became less human and complex, which confused the Dementors. This, combined with being thin enough to slip through the bars, allowed him to escape when his door was opened."", ""He used his Animagus ability to become a dog; the Dementors couldn't properly sense his less-complex emotions, and he took advantage of his malnourished state to slip past them during feeding time."", ""Sirius escaped by turning into his dog form. The Dementors struggled to perceive his animal feelings, and because he was emaciated, he was able to sneak by them when they opened his cell."", ""His escape was possible because as an Animagus, he could become a dog. This transformation made his emotions harder for the Dementors to detect, enabling him to slip out of his cell when the opportunity arose.""], ""source_reference"": ""Prisoner of Azkaban, The Servant of Lord Voldemort"", ""source_quote"": ""I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.... I was thin, very thin... thin enough to slip through the bars....""}","Prisoner of Azkaban, The Servant of Lord Voldemort","I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.... I was thin, very thin... thin enough to slip through the bars...."
ex_temperature__05_v1.2,2,ex_temperature__05_v1.2_candidate_2.json,2,Why did Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew?,"Harry reasoned that his father, James Potter, would not have wanted his best friends to become killers, especially not for a person like Pettigrew. He decided it was better to hand Pettigrew over to the Dementors.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew?"", ""answer"": ""Harry reasoned that his father, James Potter, would not have wanted his best friends to become killers, especially not for a person like Pettigrew. He decided it was better to hand Pettigrew over to the Dementors."", ""answer_variations"": [""He stopped them because he believed his own father wouldn't have wanted his friends to commit murder on his behalf."", ""Harry's decision was based on the belief that his dad wouldn't have wanted Sirius and Lupin to stain their hands by killing Pettigrew."", ""He intervened out of respect for his father's memory, concluding James wouldn't want his friends to become murderers for revenge."", ""Preventing the murder was an act of mercy, not for Pettigrew, but because Harry felt his father would disapprove of his friends becoming killers.""], ""source_reference"": ""Prisoner of Azkaban, The Servant of Lord Voldemort"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}","Prisoner of Azkaban, The Servant of Lord Voldemort",I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__05_v1.2,2,ex_temperature__05_v1.2_candidate_2.json,3,"In the Riddle House, why did Lord Voldemort decide to wait until after the Quidditch World Cup to enact his plan?","Voldemort reasoned that with wizards pouring into the country for the World Cup, the Ministry of Magic would be on high alert for any unusual activity. Waiting would reduce the risk of their plan being discovered by the heightened security.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""In the Riddle House, why did Lord Voldemort decide to wait until after the Quidditch World Cup to enact his plan?"", ""answer"": ""Voldemort reasoned that with wizards pouring into the country for the World Cup, the Ministry of Magic would be on high alert for any unusual activity. Waiting would reduce the risk of their plan being discovered by the heightened security."", ""answer_variations"": [""He delayed the plan because the influx of wizards for the World Cup meant the Ministry of Magic would be exceptionally vigilant, making it a dangerous time to act."", ""Voldemort chose to wait because Ministry security would be at its peak during the Quidditch World Cup, due to the large number of wizards visiting from around the world."", ""He postponed his plan because the Quidditch World Cup brought intense scrutiny from the Ministry of Magic, which was monitoring for any disturbances."", ""The presence of numerous international wizards and heightened Ministry surveillance for the World Cup convinced Voldemort to wait for a more opportune moment.""], ""source_reference"": ""Goblet of Fire, The Riddle House"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}","Goblet of Fire, The Riddle House","Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__05_v1.2,2,ex_temperature__05_v1.2_candidate_2.json,4,"Fifty years prior to Voldemort's return, why were the Muggle police forced to release Frank Bryce after the deaths of the Riddle family?","The official medical report concluded that the Riddles had not been poisoned, stabbed, shot, or harmed in any way. Because there was no proof that a murder had been committed at all, the police had no grounds to hold Frank Bryce.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Social & Systemic"", ""difficulty"": ""Easy"", ""question"": ""Fifty years prior to Voldemort's return, why were the Muggle police forced to release Frank Bryce after the deaths of the Riddle family?"", ""answer"": ""The official medical report concluded that the Riddles had not been poisoned, stabbed, shot, or harmed in any way. Because there was no proof that a murder had been committed at all, the police had no grounds to hold Frank Bryce."", ""answer_variations"": [""Frank Bryce was released because doctors could find no cause of death for the Riddles, and thus there was no evidence of foul play."", ""The police had to let him go because the coroner's report was baffling, stating the Riddles were in perfect health apart from being dead, meaning no crime could be proven."", ""Since the medical examination found no signs of injury or poison on the Riddles' bodies, the police lacked the proof of murder necessary to prosecute Frank."", ""He was freed due to a lack of evidence; the autopsy report showed the Riddles were physically unharmed, making it impossible to prove they were murdered.""], ""source_reference"": ""Goblet of Fire, The Riddle House"", ""source_quote"": ""A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. ... As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go.""}","Goblet of Fire, The Riddle House","A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. ... As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go."
ex_temperature__07_v1.3,2,ex_temperature__07_v1.3_candidate_2.json,0,"How did Severus Snape know to find Lupin, Black, and the students in the Shrieking Shack?",He went to Lupin's office to deliver the forgotten Wolfsbane Potion and discovered the Marauder's Map on the desk. A glance at the map revealed their location and showed them moving through the secret passage to the shack.,Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Severus Snape know to find Lupin, Black, and the students in the Shrieking Shack?"", ""answer"": ""He went to Lupin's office to deliver the forgotten Wolfsbane Potion and discovered the Marauder's Map on the desk. A glance at the map revealed their location and showed them moving through the secret passage to the shack."", ""answer_variations"": [""Snape found the Marauder's Map in Lupin's office after noticing Lupin had forgotten his potion, and the map showed him exactly where everyone was."", ""After Lupin forgot to take his potion, Snape brought it to his office, where he found a map that showed Lupin and the others heading towards the Shrieking Shack."", ""He discovered their whereabouts by looking at the Marauder's Map, which Lupin had carelessly left lying on his desk."", ""Upon finding the Marauder's Map in Lupin's office while delivering a potion, Snape saw their figures moving along the passageway and knew where they were.""], ""source_reference"": ""The Servant of Lord Voldemort"", ""source_quote"": ""I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight.""}",The Servant of Lord Voldemort,"I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight."
ex_temperature__07_v1.3,2,ex_temperature__07_v1.3_candidate_2.json,1,How did Sirius Black identify Peter Pettigrew's location while he was imprisoned in Azkaban?,"During an inspection, Minister Fudge gave Sirius his newspaper. Sirius saw a photo of the Weasley family on the front page and immediately recognized Peter in his rat form, Scabbers, perched on Ron's shoulder.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Easy"", ""question"": ""How did Sirius Black identify Peter Pettigrew's location while he was imprisoned in Azkaban?"", ""answer"": ""During an inspection, Minister Fudge gave Sirius his newspaper. Sirius saw a photo of the Weasley family on the front page and immediately recognized Peter in his rat form, Scabbers, perched on Ron's shoulder."", ""answer_variations"": [""He spotted Pettigrew in a Daily Prophet photograph of the Weasley family that Cornelius Fudge had left with him during a visit to Azkaban."", ""Sirius recognized Scabbers as Peter Pettigrew in a newspaper picture of Ron's family, which he obtained from the Minister for Magic."", ""He saw a picture in the Daily Prophet, given to him by Fudge, that featured the Weasley family and Peter Pettigrew in his rat form."", ""Cornelius Fudge gave him a newspaper, and in a front-page photo, Sirius saw Peter disguised as the Weasley's pet rat and knew he was at Hogwarts.""], ""source_reference"": ""The Servant of Lord Voldemort"", ""source_quote"": ""Fudge,\"" said Black. \""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform?""}",The Servant of Lord Voldemort,"Fudge,"" said Black. ""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform?"
ex_temperature__07_v1.3,2,ex_temperature__07_v1.3_candidate_2.json,2,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?,"Sirius transformed into his dog Animagus form. As a dog, his emotions were less complex, which confused the Dementors. Being extremely thin from his imprisonment, he was able to slip through the bars of his cell and past the guards as a dog.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?"", ""answer"": ""Sirius transformed into his dog Animagus form. As a dog, his emotions were less complex, which confused the Dementors. Being extremely thin from his imprisonment, he was able to slip through the bars of his cell and past the guards as a dog."", ""answer_variations"": [""He escaped by turning into a dog; the Dementors couldn't properly sense his less-human emotions, and his malnourished state made him thin enough to slip through the bars."", ""By becoming a dog, his feelings became less complex and harder for the Dementors to detect, allowing him to slip past them and through his cell bars due to his thinness."", ""His Animagus ability was key; as a dog, he confused the Dementors with his simpler emotions and was skinny enough to get through the bars and swim to the mainland."", ""He turned into his dog form, which masked his human emotions from the Dementors, and took advantage of his extreme weight loss to squeeze through the bars of his cell.""], ""source_reference"": ""The Servant of Lord Voldemort"", ""source_quote"": ""I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... I was thin, very thin... thin enough to slip through the bars.... I swam as a dog back to the mainland....""}",The Servant of Lord Voldemort,"I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... I was thin, very thin... thin enough to slip through the bars.... I swam as a dog back to the mainland...."
ex_temperature__07_v1.3,2,ex_temperature__07_v1.3_candidate_2.json,3,Why did Harry stop Sirius and Lupin from killing Peter Pettigrew?,"Harry intervened because he didn't believe his father, James, would have wanted his best friends to become murderers for the sake of someone like Pettigrew.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Harry stop Sirius and Lupin from killing Peter Pettigrew?"", ""answer"": ""Harry intervened because he didn't believe his father, James, would have wanted his best friends to become murderers for the sake of someone like Pettigrew."", ""answer_variations"": [""He stopped them out of respect for his father's memory, reasoning that James Potter would not have wanted his friends to kill Pettigrew."", ""Harry's motivation was his belief that his dad wouldn't have wanted Sirius and Lupin to commit murder, even against their betrayer."", ""He prevented the killing because he felt his father would not have approved of his friends becoming killers, especially not for Pettigrew."", ""Acting on what he believed his father would have wanted, Harry stopped the execution, stating that James wouldn't want them to be killers.""], ""source_reference"": ""The Servant of Lord Voldemort"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}",The Servant of Lord Voldemort,I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__07_v1.3,2,ex_temperature__07_v1.3_candidate_2.json,4,"In the Riddle House, why did Voldemort insist on waiting until after the Quidditch World Cup to proceed with his plan?","He explained that wizards from all over the world were flooding into the country for the event, meaning the Ministry of Magic would be on maximum alert for any unusual activity, making it too risky to act.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""In the Riddle House, why did Voldemort insist on waiting until after the Quidditch World Cup to proceed with his plan?"", ""answer"": ""He explained that wizards from all over the world were flooding into the country for the event, meaning the Ministry of Magic would be on maximum alert for any unusual activity, making it too risky to act."", ""answer_variations"": [""Voldemort delayed the plan because the Quidditch World Cup brought intense scrutiny from the Ministry of Magic, as they monitored the large gathering of international wizards."", ""He chose to wait because the Ministry would be obsessed with security during the World Cup, checking identities and watching for any strange occurrences due to the influx of wizards."", ""The presence of countless wizards for the World Cup made it a foolish time to act, as every Ministry official would be on duty and looking for trouble."", ""Voldemort deemed it too dangerous to move forward with the plan, as the Ministry of Magic's vigilance would be at its peak while managing the global wizarding crowd at the World Cup.""], ""source_reference"": ""The Riddle House"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}",The Riddle House,"Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__02_baseline_v1.1,1,ex_temperature__02_baseline_v1.1_candidate_1.json,0,How did Snape discover the group's location in the Shrieking Shack?,He went to Lupin's office to deliver the Wolfsbane Potion and found the Marauder's Map on the desk. The map showed him everyone's location and that they were heading down the secret passage.,Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Snape discover the group's location in the Shrieking Shack?"", ""answer"": ""He went to Lupin's office to deliver the Wolfsbane Potion and found the Marauder's Map on the desk. The map showed him everyone's location and that they were heading down the secret passage."", ""answer_variations"": [""After finding Lupin's office empty, Snape spotted the Marauder's Map on the desk, which revealed their location in the Shrieking Shack."", ""He discovered the Marauder's Map in Lupin's office while bringing him his forgotten potion, and it showed him exactly where they were."", ""Snape found the group by using the Marauder's Map, which he had found lying on Lupin's desk."", ""While delivering the Wolfsbane Potion to an absent Lupin, Snape saw the Marauder's Map and used it to track the group to the shack.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight.""}","Prisoner of Azkaban, Chapter 19","I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight."
ex_temperature__02_baseline_v1.1,1,ex_temperature__02_baseline_v1.1_candidate_1.json,1,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?,"He retained his sanity by focusing on his innocence, a non-happy thought Dementors couldn't consume. This allowed him to keep his Animagus powers. He transformed into a dog, whose simpler emotions confused the Dementors, and slipped through the bars in his thin state when they brought food.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?"", ""answer"": ""He retained his sanity by focusing on his innocence, a non-happy thought Dementors couldn't consume. This allowed him to keep his Animagus powers. He transformed into a dog, whose simpler emotions confused the Dementors, and slipped through the bars in his thin state when they brought food."", ""answer_variations"": [""By transforming into a dog, his emotions became less complex and harder for the Dementors to sense, allowing him to slip past them while he was emaciated."", ""He used his Animagus ability to become a dog; the Dementors were confused by his less-human feelings and he was thin enough to get through the bars."", ""His innocence kept him sane, preserving his ability to become a dog. As an animal, his emotions were too simple for the Dementors to properly detect, enabling his escape."", ""He turned into his dog form, and because Dementors sense people through complex emotions, they were unable to track him effectively as he slipped away.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... but it kept me sane and knowing who I am... helped me keep my powers... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... I was thin, very thin... thin enough to slip through the bars....""}","Prisoner of Azkaban, Chapter 19","I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... but it kept me sane and knowing who I am... helped me keep my powers... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... I was thin, very thin... thin enough to slip through the bars...."
ex_temperature__02_baseline_v1.1,1,ex_temperature__02_baseline_v1.1_candidate_1.json,2,Why did Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew?,"Harry reasoned that his father, James, would not have wanted his best friends to become murderers for the sake of revenge. He decided it was better to hand Pettigrew over to the Dementors.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Harry intervene to prevent Sirius and Lupin from killing Peter Pettigrew?"", ""answer"": ""Harry reasoned that his father, James, would not have wanted his best friends to become murderers for the sake of revenge. He decided it was better to hand Pettigrew over to the Dementors."", ""answer_variations"": [""He believed his father would not have wanted his friends to commit murder, even as revenge against their betrayer."", ""Harry's decision was based on the belief that James Potter wouldn't have wanted his friends to become killers on Pettigrew's account."", ""He stopped them because he felt his father would not have approved of his friends becoming murderers."", ""To honor his father's memory, Harry prevented Sirius and Lupin from becoming killers, insisting Pettigrew be sent to Azkaban instead.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}","Prisoner of Azkaban, Chapter 19",I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__02_baseline_v1.1,1,ex_temperature__02_baseline_v1.1_candidate_1.json,3,"Why was Peter Pettigrew chosen to be the Potters' Secret-Keeper instead of their trusted friend, Sirius Black?","It was Sirius's own idea to use Pettigrew as a ""bluff."" He reasoned that Voldemort would hunt him, the obvious choice, and would never suspect they would entrust the secret to someone perceived as weak and talentless like Peter.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Hard"", ""question"": ""Why was Peter Pettigrew chosen to be the Potters' Secret-Keeper instead of their trusted friend, Sirius Black?"", ""answer"": ""It was Sirius's own idea to use Pettigrew as a \""bluff.\"" He reasoned that Voldemort would hunt him, the obvious choice, and would never suspect they would entrust the secret to someone perceived as weak and talentless like Peter."", ""answer_variations"": [""Sirius suggested the switch, believing Voldemort would target him and overlook Pettigrew, making Peter the perfect secret decoy."", ""The switch was a strategic bluff proposed by Sirius, who thought Voldemort would focus on him and ignore a less likely candidate like Pettigrew."", ""Sirius convinced the Potters to use Pettigrew, thinking it was a clever plan to misdirect Voldemort towards himself."", ""It was a deliberate misdirection; Sirius advised them to use Pettigrew, assuming Voldemort would never consider such a \""weak\"" person for the role.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""\""Lily and James only made you Secret-Keeper because I suggested it,\"" Black hissed, so venomously that Pettigrew took a step backward. \""I thought it was the perfect plan... a bluff... Voldemort would be sure to come after me, would never dream they'd use a weak, talentless thing like you....\""""}","Prisoner of Azkaban, Chapter 19","""Lily and James only made you Secret-Keeper because I suggested it,"" Black hissed, so venomously that Pettigrew took a step backward. ""I thought it was the perfect plan... a bluff... Voldemort would be sure to come after me, would never dream they'd use a weak, talentless thing like you...."""
